int	int	string	int	int	int	int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int
RefreshID	NPCID	NPCName	NPCType	NPCLv	MapID	Unknow1	Unknow2	HexPosNPCRefreshAreaChaseArea	PerRefreshNum	RefreshNum	NPCFace	Unknow3	RefreshTime	Unknow4	Unknow5	Unknow6	Unknow7	NPCRoute	StayMinTime	StayMaxTime	RefreshMark	Unknow9
Ë¢ÐÂµã±àºÅ	ID	Ãû×Ö	NPCÀàÐÍ	µÈ¼¶	ËùÔÚµØÍ¼	²»Ã÷	²»Ã÷	"Ê®Áù½øÖÆ×ø±êX,Y|¹ÖÎïË¢ÐÂ·¶Î§|×·»÷·¶Î§"	µ¥´ÎË¢¹ÖÊýÁ¿	Ë¢¹Ö×ÜÊýÁ¿	¹ÖÎïÃæÏò	²»Ã÷	Ë¢ÐÂÊ±¼ä	²»Ã÷	²»Ã÷	²»Ã÷	²»Ã÷	¹ÖÎïÂ·µã	Í£ÁôÊ±¼ä×îÐ¡	Í£ÁôÊ±¼ä×î´ó	Ë¢ÐÂ±êÊ¶	²»Ã÷
76677	10301002	¾Þ½£Ê¿	2	48	10030	0	1	3A 00 00 00 45 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76685	10301001	½£Ê¿	2	43	10030	0	1	3B 00 00 00 13 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76687	10301004	°µÓ°½£Ê¿	2	56	10030	0	1	68 00 00 00 75 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76695	10301002	¾Þ½£Ê¿	2	48	10030	0	1	39 00 00 00 3D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76659	10302001	Ä§½çÊ¿±ø	2	60	10030	0	1	14 00 00 00 6A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76647	10303001	Óù½£×ðÕß	2	100	10030	0	1	14 00 00 00 A0 00 00 00 01 00 00 00 0C 00 00 00	1	1	128	0	10000	0	0	1	0	 	5	5	0	0	
76737	10301003	ÍöÁé½£Ê¿	2	52	10030	0	1	6F 00 00 00 48 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76779	10304017	×¯Ö÷Å®¶ù	0	66	10030	0	1	0D 00 00 00 87 00 00 00 00 00 00 00 0F 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
76781	10304001	½£ÀÏ	0	41	10030	0	1	58 00 00 00 15 00 00 00 00 00 00 00 0F 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
76783	10304004	Ö´Ó¡ÁúÍõ	0	49	10030	0	1	36 00 00 00 27 00 00 00 00 00 00 00 0F 00 00 00	1	1	102	0	0	0	0	1	0	 	5	5	0	0	
76785	10304012	½£Ò×	0	59	10030	0	1	33 00 00 00 6F 00 00 00 00 00 00 00 0F 00 00 00	1	1	70	0	0	0	0	1	0	 	5	5	0	0	
76787	10304014	ÐÓ»ÆÊõÊ¿	0	62	10030	0	1	25 00 00 00 73 00 00 00 00 00 00 00 0F 00 00 00	1	1	70	0	0	0	0	1	0	 	5	5	0	0	
76789	10304003	½£Îä	0	46	10030	0	1	3C 00 00 00 1C 00 00 00 00 00 00 00 0F 00 00 00	1	1	92	0	0	0	0	1	0	 	5	5	0	0	
76667	10301001	½£Ê¿	2	43	10030	0	1	37 00 00 00 0D 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76627	10304007	Äª½£Ê¦	0	53	10030	0	1	58 00 00 00 47 00 00 00 00 00 00 00 00 00 00 00	1	1	140	0	0	0	0	1	0	 	5	5	0	0	
76629	10301002	¾Þ½£Ê¿	2	48	10030	0	1	30 00 00 00 44 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76637	10302001	Ä§½çÊ¿±ø	2	60	10030	0	1	12 00 00 00 75 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76617	10301005	½£Áé	2	58	10030	0	1	38 00 00 00 7A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76619	10301005	½£Áé	2	58	10030	0	1	38 00 00 00 72 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76607	10301005	½£Áé	2	58	10030	0	1	41 00 00 00 74 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76609	10301004	°µÓ°½£Ê¿	2	56	10030	0	1	64 00 00 00 72 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76599	10301001	½£Ê¿	2	43	10030	0	1	41 00 00 00 10 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76589	10304015	×ÓÁúÊ¦ÐÖ	0	63	10030	0	1	1C 00 00 00 76 00 00 00 00 00 00 00 01 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
76591	10301001	½£Ê¿	2	43	10030	0	1	3F 00 00 00 0E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76577	10301001	½£Ê¿	2	43	10030	0	1	43 00 00 00 0E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76567	10301005	½£Áé	2	58	10030	0	1	40 00 00 00 71 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76569	10301002	¾Þ½£Ê¿	2	48	10030	0	1	31 00 00 00 3C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76541	10301005	½£Áé	2	58	10030	0	1	37 00 00 00 7E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76543	10301002	¾Þ½£Ê¿	2	48	10030	0	1	30 00 00 00 47 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76978	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	AC 00 00 00 14 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77014	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	D3 00 00 00 5F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77026	10401005	»¨Ñý	2	110	10040	0	1	93 00 00 00 9F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77036	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	93 00 00 00 4A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77050	10401005	»¨Ñý	2	110	10040	0	1	8F 00 00 00 A1 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77058	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	CB 00 00 00 58 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77066	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	BA 00 00 00 9C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77076	10401005	»¨Ñý	2	110	10040	0	1	8E 00 00 00 9E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77084	10402001	Ê÷Ñý	2	120	10040	0	1	5B 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77094	10404010	ÈôÖñÊ¦½ã	0	105	10040	0	1	89 00 00 00 9F 00 00 00 00 00 00 00 01 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
77106	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	96 00 00 00 4B 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77120	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C2 00 00 00 9A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77136	10402001	Ê÷Ñý	2	120	10040	0	1	70 00 00 00 99 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77150	10402001	Ê÷Ñý	2	120	10040	0	1	70 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77166	10404001	ÉÌÆÌÀÏ°å	0	67	10040	0	1	B5 00 00 00 22 00 00 00 00 00 00 00 01 00 00 00	1	1	140	0	0	0	0	1	0	 	5	5	0	0	
77174	10401005	»¨Ñý	2	110	10040	0	1	9B 00 00 00 A3 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77184	10404008	ÎäÌìÊ¦Êå	0	95	10040	0	1	B8 00 00 00 A8 00 00 00 00 00 00 00 01 00 00 00	1	1	127	0	0	0	0	1	0	 	5	5	0	0	
77192	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	8A 00 00 00 3F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77200	10401005	»¨Ñý	2	110	10040	0	1	93 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77210	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	99 00 00 00 11 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77222	10402001	Ê÷Ñý	2	120	10040	0	1	61 00 00 00 8A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77232	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	9A 00 00 00 13 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77234	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	CC 00 00 00 69 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77202	10404003	ÈÎº£Ê¦µÜ	0	73	10040	0	1	8F 00 00 00 33 00 00 00 00 00 00 00 01 00 00 00	1	1	74	0	0	0	0	1	0	 	5	5	0	0	
77204	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	BA 00 00 00 97 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77206	10402001	Ê÷Ñý	2	120	10040	0	1	5E 00 00 00 98 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77212	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	BB 00 00 00 98 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77214	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	9A 00 00 00 1E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77224	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	8D 00 00 00 49 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77226	10404005	ÇàÊéÊ¦ÐÖ	0	80	10040	0	1	B8 00 00 00 58 00 00 00 00 00 00 00 01 00 00 00	1	1	127	0	0	0	0	1	0	 	5	5	0	0	
77228	0	charName	0	0	10040	0	1	1D 00 00 00 93 00 00 00 00 00 00 00 11 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	90	0	
77176	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	8D 00 00 00 40 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77186	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C2 00 00 00 A0 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77152	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C7 00 00 00 5F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77154	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	8A 00 00 00 4F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77156	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	CE 00 00 00 58 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77168	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C2 00 00 00 52 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77194	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	8B 00 00 00 42 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77108	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	97 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77110	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	CE 00 00 00 A4 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77122	10402001	Ê÷Ñý	2	120	10040	0	1	69 00 00 00 99 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77124	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	96 00 00 00 4E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77126	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	CB 00 00 00 A5 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77238	10404006	ÈôÀ¼Ê¦½ã	0	80	10040	0	1	C2 00 00 00 6D 00 00 00 00 00 00 00 01 00 00 00	1	1	96	0	0	0	0	1	0	 	5	5	0	0	
77138	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C8 00 00 00 61 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77140	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	93 00 00 00 41 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77086	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	CB 00 00 00 56 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76980	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A9 00 00 00 12 00 00 00 01 00 00 00 0C 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76982	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	AD 00 00 00 12 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76984	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	AA 00 00 00 11 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76986	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A0 00 00 00 19 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76988	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	95 00 00 00 12 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77096	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A4 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76990	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	97 00 00 00 1B 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77078	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C4 00 00 00 5E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77060	10402001	Ê÷Ñý	2	120	10040	0	1	66 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77068	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	93 00 00 00 4F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77052	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	AA 00 00 00 14 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77038	10402001	Ê÷Ñý	2	120	10040	0	1	62 00 00 00 8F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77040	10401005	»¨Ñý	2	110	10040	0	1	98 00 00 00 A2 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77028	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C9 00 00 00 69 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77030	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	99 00 00 00 1A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77016	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	CF 00 00 00 56 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76968	10401005	»¨Ñý	2	110	10040	0	1	90 00 00 00 95 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76970	10401005	»¨Ñý	2	110	10040	0	1	92 00 00 00 92 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76972	10401005	»¨Ñý	2	110	10040	0	1	9C 00 00 00 9F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76974	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	CA 00 00 00 A7 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76976	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C8 00 00 00 A5 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76992	10404011	ÉñÓÎµÀÈË	0	115	10040	0	1	7D 00 00 00 A0 00 00 00 00 00 00 00 0F 00 00 00	1	1	96	0	0	0	0	1	0	 	5	5	0	0	
76994	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C1 00 00 00 97 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76996	10402001	Ê÷Ñý	2	120	10040	0	1	66 00 00 00 99 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76998	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	CA 00 00 00 99 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77018	10404100	ÐÛÓ¥Ö®Óð	14	1	10040	0	1	AE 00 00 00 23 00 00 00 00 00 00 00 0F 00 00 00	1	1	64	0	0	0	0	1	0	 	5	5	0	0	
77032	10401005	»¨Ñý	2	110	10040	0	1	9E 00 00 00 A1 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77042	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C4 00 00 00 99 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77054	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C1 00 00 00 57 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77062	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C3 00 00 00 A3 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77070	10402001	Ê÷Ñý	2	120	10040	0	1	63 00 00 00 8A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77080	10402001	Ê÷Ñý	2	120	10040	0	1	74 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77088	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	B8 00 00 00 9A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77098	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C5 00 00 00 54 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77112	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	89 00 00 00 44 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77128	10401005	»¨Ñý	2	110	10040	0	1	9F 00 00 00 95 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77142	10401005	»¨Ñý	2	110	10040	0	1	91 00 00 00 9D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77158	10401005	»¨Ñý	2	110	10040	0	1	9F 00 00 00 93 00 00 00 01 00 00 00 0F 00 00 00	1	1	255	0	1800	0	0	1	0	 	5	5	0	0	
77170	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	98 00 00 00 41 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77178	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	95 00 00 00 44 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77188	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C6 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77196	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	92 00 00 00 4D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77208	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	8C 00 00 00 44 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77216	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C8 00 00 00 67 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77218	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	97 00 00 00 14 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77220	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A4 00 00 00 0C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77230	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C3 00 00 00 95 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77190	10401005	»¨Ñý	2	110	10040	0	1	94 00 00 00 94 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77236	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C3 00 00 00 60 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77172	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	D0 00 00 00 61 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77198	10401002	Ä§»¯ÉÚ±ø	2	80	10040	0	1	96 00 00 00 40 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77144	10402001	Ê÷Ñý	2	120	10040	0	1	68 00 00 00 94 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77146	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A2 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77148	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	C5 00 00 00 62 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77180	10401005	»¨Ñý	2	110	10040	0	1	95 00 00 00 92 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77182	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C8 00 00 00 9B 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77160	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	C0 00 00 00 A3 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77162	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A1 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77164	10401003	¿ñ±©Ñý±ø	2	90	10040	0	1	D2 00 00 00 62 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77114	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	BF 00 00 00 A1 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77116	10404004	ÓîÌïÊ¦ÐÖ	0	74	10040	0	1	99 00 00 00 58 00 00 00 00 00 00 00 01 00 00 00	1	1	127	0	0	0	0	1	0	 	5	5	0	0	
77118	10401004	Ä§½çÚ¤»ê	2	100	10040	0	1	CC 00 00 00 9B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77240	10402001	Ê÷Ñý	2	120	10040	0	1	64 00 00 00 8D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
77250	10404002	Â¹ÒãÊ¦ÐÖ	0	70	10040	0	1	8E 00 00 00 1C 00 00 00 00 00 00 00 01 00 00 00	1	1	85	0	0	0	0	1	0	 	5	5	0	0	
77252	10401001	Ä§»¯Ê¿±ø	2	70	10040	0	1	A1 00 00 00 15 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
