string	string	int	int	int	int	int	string	string	string	string	string	int	string
104060	ms_name_104060	0	10404006	74	1	0	{"1": "info_104060_0_1_msg", "0": "info_104060_0_0_msg", "2": "info_104060_0_2_msg"}	{"1": {"-": "info_104060_0_1_reward_0"}, "0": {"-": "info_104060_0_0_reward_0"}, "2": {"-": "info_104060_0_2_reward_0"}}	{"1": {"10404004": "1"}, "0": {"10404004": "-1"}, "2": {"10404004": "2"}}	{"1": {"0": "m_info_104060_0_1_0_msg"}, "0": {"0": "m_info_104060_0_0_0_msg"}, "2": {"0": "m_info_104060_0_2_0_msg"}}	-	0	-
104070	ms_name_104070	0	10404007	80	1	0	{"1": "info_104070_0_1_msg", "0": "info_104070_0_0_msg"}	{"1": {"-": "info_104070_0_1_reward_0"}, "0": {"-": "info_104070_0_0_reward_0"}}	{"1": {"10404005": "2"}, "0": {"10404005": "-1"}}	{"1": {"0": "m_info_104070_0_1_0_msg"}, "0": {"0": "m_info_104070_0_0_0_msg"}}	-	0	-
104080	ms_name_104080	0	10404008	80	1	0	{"1": "info_104080_0_1_msg", "0": "info_104080_0_0_msg", "2": "info_104080_0_2_msg"}	{"1": {"-": "info_104080_0_1_reward_0"}, "0": {"-": "info_104080_0_0_reward_0"}, "2": {"-": "info_104080_0_2_reward_0"}}	{"1": {"10404006": "1"}, "0": {"10404006": "-1"}, "2": {"10404006": "2"}}	{"1": {"0": "m_info_104080_0_1_0_msg"}, "0": {"0": "m_info_104080_0_0_0_msg"}, "2": {"0": "m_info_104080_0_2_0_msg"}}	-	0	-
104090	ms_name_104090	0	10404009	95	1	0	{"1": "info_104090_0_1_msg", "0": "info_104090_0_0_msg"}	{"1": {"-": "info_104090_0_1_reward_0"}, "0": {"-": "info_104090_0_0_reward_0"}}	{"1": {"10404007": "2"}, "0": {"10404007": "-1"}}	{"1": {"0": "m_info_104090_0_1_0_msg"}, "0": {"0": "m_info_104090_0_0_0_msg"}}	-	0	-
104100	ms_name_104100	0	10404010	95	1	0	{"1": "info_104100_0_1_msg", "0": "info_104100_0_0_msg", "2": "info_104100_0_2_msg"}	{"1": {"-": "info_104100_0_1_reward_0"}, "0": {"-": "info_104100_0_0_reward_0"}, "2": {"-": "info_104100_0_2_reward_0"}}	{"1": {"10404008": "1"}, "0": {"10404008": "-1"}, "2": {"10404008": "2"}}	{"1": {"0": "m_info_104100_0_1_0_msg"}, "0": {"0": "m_info_104100_0_0_0_msg"}, "2": {"0": "m_info_104100_0_2_0_msg"}}	-	0	-
104110	ms_name_104110	0	10404011	105	1	0	{"1": "info_104110_0_1_msg", "0": "info_104110_0_0_msg"}	{"1": {"-": "info_104110_0_1_reward_0"}, "0": {"-": "info_104110_0_0_reward_0"}}	{"1": {"10404009": "2"}, "0": {"10404009": "-1"}}	{"1": {"0": "m_info_104110_0_1_0_msg"}, "0": {"0": "m_info_104110_0_0_0_msg"}}	-	0	-
104120	ms_name_104120	0	10404012	105	1	0	{"1": "info_104120_0_1_msg", "0": "info_104120_0_0_msg", "2": "info_104120_0_2_msg"}	{"1": {"-": "info_104120_0_1_reward_0"}, "0": {"-": "info_104120_0_0_reward_0"}, "2": {"-": "info_104120_0_2_reward_0"}}	{"1": {"10404010": "1"}, "0": {"10404010": "-1"}, "2": {"10404010": "2"}}	{"1": {"0": "m_info_104120_0_1_0_msg"}, "0": {"0": "m_info_104120_0_0_0_msg"}, "2": {"0": "m_info_104120_0_2_0_msg"}}	-	0	-
104130	ms_name_104130	0	10404013	115	1	0	{"1": "info_104130_0_1_msg", "0": "info_104130_0_0_msg"}	{"1": {"-": "info_104130_0_1_reward_0"}, "0": {"-": "info_104130_0_0_reward_0"}}	{"1": {"10404011": "2"}, "0": {"10404011": "-1"}}	{"1": {"0": "m_info_104130_0_1_0_msg"}, "0": {"0": "m_info_104130_0_0_0_msg"}}	-	0	-
104140	ms_name_104140	0	10404012	115	1	0	{"1": "info_104140_0_1_msg", "0": "info_104140_0_0_msg"}	{"1": {"-": "info_104140_0_1_reward_0"}, "0": {"-": "info_104140_0_0_reward_0"}}	{"1": {"10404012": "2"}, "0": {"10404012": "-1"}}	{"1": {"0": "m_info_104140_0_1_0_msg"}, "0": {"0": "m_info_104140_0_0_0_msg"}}	-	0	-
104150	ms_name_104150	0	10404013	115	1	0	{"1": "info_104150_0_1_msg", "0": "info_104150_0_0_msg"}	{"1": {"-": "info_104150_0_1_reward_0"}, "0": {"-": "info_104150_0_0_reward_0"}}	{"1": {"10404013": "2"}, "0": {"10404013": "-1"}}	{"1": {"0": "m_info_104150_0_1_0_msg"}, "0": {"0": "m_info_104150_0_0_0_msg"}}	-	0	-
104151	ms_name_104151	0	10404013	120	1	0	{"1": "info_104151_0_1_msg", "0": "info_104151_0_0_msg"}	{"1": {"-": "info_104151_0_1_reward_0"}, "0": {"-": "info_104151_0_0_reward_0"}}	{"1": {"10404013": "2"}, "0": {"10404013": "-1"}}	{"1": {"0": "m_info_104151_0_1_0_msg"}, "0": {"0": "m_info_104151_0_0_0_msg"}}	-	0	-
104160	ms_name_104160	0	10504001	120	1	0	{"1": "info_104160_0_1_msg", "0": "info_104160_0_0_msg", "2": "info_104160_0_2_msg"}	{"1": {"-": "info_104160_0_1_reward_0"}, "0": {"-": "info_104160_0_0_reward_0"}, "2": {"-": "info_104160_0_2_reward_0"}}	{"1": {"10404014": "1"}, "0": {"10404014": "-1"}, "2": {"10404014": "2"}}	{"1": {"0": "m_info_104160_0_1_0_msg"}, "0": {"0": "m_info_104160_0_0_0_msg"}, "2": {"0": "m_info_104160_0_2_0_msg"}}	-	0	-
104170	ms_name_104170	0	10504002	130	1	0	{"1": "info_104170_0_1_msg", "0": "info_104170_0_0_msg"}	{"1": {"-": "info_104170_0_1_reward_0"}, "0": {"-": "info_104170_0_0_reward_0"}}	{"1": {"10404015": "2"}, "0": {"10404015": "-1"}}	{"1": {"0": "m_info_104170_0_1_0_msg"}, "0": {"0": "m_info_104170_0_0_0_msg"}}	-	0	-
105010	ms_name_105010	0	10504002	130	1	0	{"1": "info_105010_0_1_msg", "0": "info_105010_0_0_msg", "2": "info_105010_0_2_msg"}	{"1": {"-": "info_105010_0_1_reward_0"}, "0": {"-": "info_105010_0_0_reward_0"}, "2": {"-": "info_105010_0_2_reward_0"}}	{"1": {"10504001": "2"}, "0": {"10504001": "-1"}, "2": {"10504001": "2"}}	{"1": {"0": "m_info_105010_0_1_0_msg"}, "0": {"0": "m_info_105010_0_0_0_msg"}, "2": {"0": "m_info_105010_0_2_0_msg"}}	-	0	-
105020	ms_name_105020	0	10504003	130	1	0	{"1": "info_105020_0_1_msg", "0": "info_105020_0_0_msg", "2": "info_105020_0_2_msg"}	{"1": {"-": "info_105020_0_1_reward_0"}, "0": {"-": "info_105020_0_0_reward_0"}, "2": {"-": "info_105020_0_2_reward_0"}}	{"1": {"10504002": "1"}, "0": {"10504002": "-1"}, "2": {"10504002": "2"}}	{"1": {"0": "m_info_105020_0_1_0_msg"}, "0": {"0": "m_info_105020_0_0_0_msg"}, "2": {"0": "m_info_105020_0_2_0_msg"}}	-	0	-
105030	ms_name_105030	0	10504004	140	1	0	{"1": "info_105030_0_1_msg", "0": "info_105030_0_0_msg"}	{"1": {"-": "info_105030_0_1_reward_0"}, "0": {"-": "info_105030_0_0_reward_0"}}	{"1": {"10504003": "2"}, "0": {"10504003": "-1"}}	{"1": {"0": "m_info_105030_0_1_0_msg"}, "0": {"0": "m_info_105030_0_0_0_msg"}}	-	0	-
105040	ms_name_105040	0	10504005	140	1	0	{"1": "info_105040_0_1_msg", "0": "info_105040_0_0_msg", "2": "info_105040_0_2_msg"}	{"1": {"-": "info_105040_0_1_reward_0"}, "0": {"-": "info_105040_0_0_reward_0"}, "2": {"-": "info_105040_0_2_reward_0"}}	{"1": {"10504004": "1"}, "0": {"10504004": "-1"}, "2": {"10504004": "2"}}	{"1": {"0": "m_info_105040_0_1_0_msg"}, "0": {"0": "m_info_105040_0_0_0_msg"}, "2": {"0": "m_info_105040_0_2_0_msg"}}	-	0	-
105050	ms_name_105050	0	10504006	150	1	0	{"1": "info_105050_0_1_msg", "0": "info_105050_0_0_msg"}	{"1": {"-": "info_105050_0_1_reward_0"}, "0": {"-": "info_105050_0_0_reward_0"}}	{"1": {"10504005": "2"}, "0": {"10504005": "-1"}}	{"1": {"0": "m_info_105050_0_1_0_msg"}, "0": {"0": "m_info_105050_0_0_0_msg"}}	-	0	-
105060	ms_name_105060	0	10504007	150	1	0	{"1": "info_105060_0_1_msg", "0": "info_105060_0_0_msg", "2": "info_105060_0_2_msg"}	{"1": {"-": "info_105060_0_1_reward_0"}, "0": {"-": "info_105060_0_0_reward_0"}, "2": {"-": "info_105060_0_2_reward_0"}}	{"1": {"10504006": "1"}, "0": {"10504006": "-1"}, "2": {"10504006": "2"}}	{"1": {"0": "m_info_105060_0_1_0_msg"}, "0": {"0": "m_info_105060_0_0_0_msg"}, "2": {"0": "m_info_105060_0_2_0_msg"}}	-	0	-
105070	ms_name_105070	0	10504008	160	1	0	{"1": "info_105070_0_1_msg", "0": "info_105070_0_0_msg"}	{"1": {"-": "info_105070_0_1_reward_0"}, "0": {"-": "info_105070_0_0_reward_0"}}	{"1": {"10504007": "2"}, "0": {"10504007": "-1"}}	{"1": {"0": "m_info_105070_0_1_0_msg"}, "0": {"0": "m_info_105070_0_0_0_msg"}}	-	0	-
105080	ms_name_105080	0	10504009	160	1	0	{"1": "info_105080_0_1_msg", "0": "info_105080_0_0_msg"}	{"1": {"-": "info_105080_0_1_reward_0"}, "0": {"-": "info_105080_0_0_reward_0"}}	{"1": {"10504008": "2"}, "0": {"10504008": "-1"}}	{"1": {"0": "m_info_105080_0_1_0_msg"}, "0": {"0": "m_info_105080_0_0_0_msg"}}	-	0	-
105090	ms_name_105090	0	10504010	160	1	0	{"1": "info_105090_0_1_msg", "0": "info_105090_0_0_msg"}	{"1": {"-": "info_105090_0_1_reward_0"}, "0": {"-": "info_105090_0_0_reward_0"}}	{"1": {"10504009": "2"}, "0": {"10504009": "-1"}}	{"1": {"0": "m_info_105090_0_1_0_msg"}, "0": {"0": "m_info_105090_0_0_0_msg"}}	-	0	-
105100	ms_name_105100	0	10504011	160	1	0	{"1": "info_105100_0_1_msg", "0": "info_105100_0_0_msg", "2": "info_105100_0_2_msg"}	{"1": {"-": "info_105100_0_1_reward_0"}, "0": {"-": "info_105100_0_0_reward_0"}, "2": {"-": "info_105100_0_2_reward_0"}}	{"1": {"10504010": "1"}, "0": {"10504010": "-1"}, "2": {"10504010": "2"}}	{"1": {"0": "m_info_105100_0_1_0_msg"}, "0": {"0": "m_info_105100_0_0_0_msg"}, "2": {"0": "m_info_105100_0_2_0_msg"}}	-	0	-
105110	ms_name_105110	0	10504012	170	1	0	{"1": "info_105110_0_1_msg", "0": "info_105110_0_0_msg"}	{"1": {"-": "info_105110_0_1_reward_0"}, "0": {"-": "info_105110_0_0_reward_0"}}	{"1": {"10504011": "2"}, "0": {"10504011": "-1"}}	{"1": {"0": "m_info_105110_0_1_0_msg"}, "0": {"0": "m_info_105110_0_0_0_msg"}}	-	0	-
105120	ms_name_105120	0	10504013	170	1	0	{"1": "info_105120_0_1_msg", "0": "info_105120_0_0_msg", "2": "info_105120_0_2_msg"}	{"1": {"-": "info_105120_0_1_reward_0"}, "0": {"-": "info_105120_0_0_reward_0"}, "2": {"-": "info_105120_0_2_reward_0"}}	{"1": {"10504012": "1"}, "0": {"10504012": "-1"}, "2": {"10504012": "2"}}	{"1": {"0": "m_info_105120_0_1_0_msg"}, "0": {"0": "m_info_105120_0_0_0_msg"}, "2": {"0": "m_info_105120_0_2_0_msg"}}	-	0	-
105130	ms_name_105130	0	10504013	180	1	0	{"1": "info_105130_0_1_msg", "0": "info_105130_0_0_msg"}	{"1": {"-": "info_105130_0_1_reward_0"}, "0": {"-": "info_105130_0_0_reward_0"}}	{"1": {"10504013": "2"}, "0": {"10504013": "-1"}}	{"1": {"0": "m_info_105130_0_1_0_msg"}, "0": {"0": "m_info_105130_0_0_0_msg"}}	-	0	-
105140	ms_name_105140	0	10604001	180	1	0	{"1": "info_105140_0_1_msg", "0": "info_105140_0_0_msg", "2": "info_105140_0_2_msg"}	{"1": {"-": "info_105140_0_1_reward_0"}, "0": {"-": "info_105140_0_0_reward_0"}, "2": {"-": "info_105140_0_2_reward_0"}}	{"1": {"10504014": "1"}, "0": {"10504014": "-1"}, "2": {"10504014": "2"}}	{"1": {"0": "m_info_105140_0_1_0_msg"}, "0": {"0": "m_info_105140_0_0_0_msg"}, "2": {"0": "m_info_105140_0_2_0_msg"}}	-	0	-
105150	ms_name_105150	0	10604002	190	1	0	{"1": "info_105150_0_1_msg", "0": "info_105150_0_0_msg"}	{"1": {"-": "info_105150_0_1_reward_0"}, "0": {"-": "info_105150_0_0_reward_0"}}	{"1": {"10504015": "2"}, "0": {"10504015": "-1"}}	{"1": {"0": "m_info_105150_0_1_0_msg"}, "0": {"0": "m_info_105150_0_0_0_msg"}}	-	0	-
106010	ms_name_106010	0	10604002	190	1	0	{"1": "info_106010_0_1_msg", "0": "info_106010_0_0_msg", "2": "info_106010_0_2_msg"}	{"1": {"-": "info_106010_0_1_reward_0"}, "0": {"-": "info_106010_0_0_reward_0"}, "2": {"-": "info_106010_0_2_reward_0"}}	{"1": {"10604001": "2"}, "0": {"10604001": "-1"}, "2": {"10604001": "2"}}	{"1": {"0": "m_info_106010_0_1_0_msg"}, "0": {"0": "m_info_106010_0_0_0_msg"}, "2": {"0": "m_info_106010_0_2_0_msg"}}	-	0	-
106020	ms_name_106020	0	10604003	190	1	0	{"1": "info_106020_0_1_msg", "0": "info_106020_0_0_msg", "2": "info_106020_0_2_msg"}	{"1": {"-": "info_106020_0_1_reward_0"}, "0": {"-": "info_106020_0_0_reward_0"}, "2": {"-": "info_106020_0_2_reward_0"}}	{"1": {"10604002": "1"}, "0": {"10604002": "-1"}, "2": {"10604002": "2"}}	{"1": {"0": "m_info_106020_0_1_0_msg"}, "0": {"0": "m_info_106020_0_0_0_msg"}, "2": {"0": "m_info_106020_0_2_0_msg"}}	-	0	-
106030	ms_name_106030	0	10604004	200	1	0	{"1": "info_106030_0_1_msg", "0": "info_106030_0_0_msg"}	{"1": {"-": "info_106030_0_1_reward_0"}, "0": {"-": "info_106030_0_0_reward_0"}}	{"1": {"10604003": "2"}, "0": {"10604003": "-1"}}	{"1": {"0": "m_info_106030_0_1_0_msg"}, "0": {"0": "m_info_106030_0_0_0_msg"}}	-	0	-
106040	ms_name_106040	0	10604005	200	1	0	{"1": "info_106040_0_1_msg", "0": "info_106040_0_0_msg"}	{"1": {"-": "info_106040_0_1_reward_0"}, "0": {"-": "info_106040_0_0_reward_0"}}	{"1": {"10604004": "2"}, "0": {"10604004": "-1"}}	{"1": {"0": "m_info_106040_0_1_0_msg"}, "0": {"0": "m_info_106040_0_0_0_msg"}}	-	0	-
106050	ms_name_106050	0	10604006	200	1	0	{"1": "info_106050_0_1_msg", "0": "info_106050_0_0_msg"}	{"1": {"-": "info_106050_0_1_reward_0"}, "0": {"-": "info_106050_0_0_reward_0"}}	{"1": {"10604005": "2"}, "0": {"10604005": "-1"}}	{"1": {"0": "m_info_106050_0_1_0_msg"}, "0": {"0": "m_info_106050_0_0_0_msg"}}	-	0	-
106060	ms_name_106060	0	10604007	200	1	0	{"1": "info_106060_0_1_msg", "0": "info_106060_0_0_msg", "2": "info_106060_0_2_msg"}	{"1": {"-": "info_106060_0_1_reward_0"}, "0": {"-": "info_106060_0_0_reward_0"}, "2": {"-": "info_106060_0_2_reward_0"}}	{"1": {"10604006": "1"}, "0": {"10604006": "-1"}, "2": {"10604006": "2"}}	{"1": {"0": "m_info_106060_0_1_0_msg"}, "0": {"0": "m_info_106060_0_0_0_msg"}, "2": {"0": "m_info_106060_0_2_0_msg"}}	-	0	-
106070	ms_name_106070	0	10604008	210	1	0	{"1": "info_106070_0_1_msg", "0": "info_106070_0_0_msg"}	{"1": {"-": "info_106070_0_1_reward_0"}, "0": {"-": "info_106070_0_0_reward_0"}}	{"1": {"10604007": "2"}, "0": {"10604007": "-1"}}	{"1": {"0": "m_info_106070_0_1_0_msg"}, "0": {"0": "m_info_106070_0_0_0_msg"}}	-	0	-
106080	ms_name_106080	0	10604009	210	1	0	{"1": "info_106080_0_1_msg", "0": "info_106080_0_0_msg", "2": "info_106080_0_2_msg"}	{"1": {"-": "info_106080_0_1_reward_0"}, "0": {"-": "info_106080_0_0_reward_0"}, "2": {"-": "info_106080_0_2_reward_0"}}	{"1": {"10604008": "1"}, "0": {"10604008": "-1"}, "2": {"10604008": "2"}}	{"1": {"0": "m_info_106080_0_1_0_msg"}, "0": {"0": "m_info_106080_0_0_0_msg"}, "2": {"0": "m_info_106080_0_2_0_msg"}}	-	0	-
106090	ms_name_106090	0	10604010	220	1	0	{"1": "info_106090_0_1_msg", "0": "info_106090_0_0_msg"}	{"1": {"-": "info_106090_0_1_reward_0"}, "0": {"-": "info_106090_0_0_reward_0"}}	{"1": {"10604009": "2"}, "0": {"10604009": "-1"}}	{"1": {"0": "m_info_106090_0_1_0_msg"}, "0": {"0": "m_info_106090_0_0_0_msg"}}	-	0	-
106100	ms_name_106100	0	10604011	220	1	0	{"1": "info_106100_0_1_msg", "0": "info_106100_0_0_msg", "2": "info_106100_0_2_msg"}	{"1": {"-": "info_106100_0_1_reward_0"}, "0": {"-": "info_106100_0_0_reward_0"}, "2": {"-": "info_106100_0_2_reward_0"}}	{"1": {"10604010": "1"}, "0": {"10604010": "-1"}, "2": {"10604010": "2"}}	{"1": {"0": "m_info_106100_0_1_0_msg"}, "0": {"0": "m_info_106100_0_0_0_msg"}, "2": {"0": "m_info_106100_0_2_0_msg"}}	-	0	-
106110	ms_name_106110	0	10604011	230	1	0	{"1": "info_106110_0_1_msg", "0": "info_106110_0_0_msg"}	{"1": {"-": "info_106110_0_1_reward_0"}, "0": {"-": "info_106110_0_0_reward_0"}}	{"1": {"10604011": "2"}, "0": {"10604011": "-1"}}	{"1": {"0": "m_info_106110_0_1_0_msg"}, "0": {"0": "m_info_106110_0_0_0_msg"}}	-	0	-
106120	ms_name_106120	0	10604012	230	1	0	{"1": "info_106120_0_1_msg", "0": "info_106120_0_0_msg", "2": "info_106120_0_2_msg"}	{"1": {"-": "info_106120_0_1_reward_0"}, "0": {"-": "info_106120_0_0_reward_0"}, "2": {"-": "info_106120_0_2_reward_0"}}	{"1": {"10604012": "1"}, "0": {"10604012": "-1"}, "2": {"10604012": "2"}}	{"1": {"0": "m_info_106120_0_1_0_msg"}, "0": {"0": "m_info_106120_0_0_0_msg"}, "2": {"0": "m_info_106120_0_2_0_msg"}}	-	0	-
106130	ms_name_106130	0	10604013	240	1	0	{"1": "info_106130_0_1_msg", "0": "info_106130_0_0_msg"}	{"1": {"-": "info_106130_0_1_reward_0"}, "0": {"-": "info_106130_0_0_reward_0"}}	{"1": {"10604013": "2"}, "0": {"10604013": "-1"}}	{"1": {"0": "m_info_106130_0_1_0_msg"}, "0": {"0": "m_info_106130_0_0_0_msg"}}	-	0	-
106140	ms_name_106140	0	10604012	240	1	0	{"1": "info_106140_0_1_msg", "0": "info_106140_0_0_msg", "2": "info_106140_0_2_msg"}	{"1": {"-": "info_106140_0_1_reward_0"}, "0": {"-": "info_106140_0_0_reward_0"}, "2": {"-": "info_106140_0_2_reward_0"}}	{"1": {"10604014": "1"}, "0": {"10604014": "-1"}, "2": {"10604014": "2"}}	{"1": {"0": "m_info_106140_0_1_0_msg"}, "0": {"0": "m_info_106140_0_0_0_msg"}, "2": {"0": "m_info_106140_0_2_0_msg"}}	-	0	-
106150	ms_name_106150	0	10604013	250	1	0	{"1": "info_106150_0_1_msg", "0": "info_106150_0_0_msg"}	{"1": {"-": "info_106150_0_1_reward_0"}, "0": {"-": "info_106150_0_0_reward_0"}}	{"1": {"10604015": "2"}, "0": {"10604015": "-1"}}	{"1": {"0": "m_info_106150_0_1_0_msg"}, "0": {"0": "m_info_106150_0_0_0_msg"}}	-	0	-
107010	ms_name_107010	0	10704001	250	1	0	{"1": "info_107010_0_1_msg", "0": "info_107010_0_0_msg", "2": "info_107010_0_2_msg"}	{"1": {"-": "info_107010_0_1_reward_0"}, "0": {"-": "info_107010_0_0_reward_0"}, "2": {"-": "info_107010_0_2_reward_0"}}	{"1": {"10704001": "2"}, "0": {"10704001": "-1"}, "2": {"10704001": "2"}}	{"1": {"0": "m_info_107010_0_1_0_msg"}, "0": {"0": "m_info_107010_0_0_0_msg"}, "2": {"0": "m_info_107010_0_2_0_msg"}}	-	0	-
107020	ms_name_107020	0	10704002	250	1	0	{"1": "info_107020_0_1_msg", "0": "info_107020_0_0_msg"}	{"1": {"-": "info_107020_0_1_reward_0"}, "0": {"-": "info_107020_0_0_reward_0"}}	{"1": {"10704002": "2"}, "0": {"10704002": "-1"}}	{"1": {"0": "m_info_107020_0_1_0_msg"}, "0": {"0": "m_info_107020_0_0_0_msg"}}	-	0	-
107030	ms_name_107030	0	10704003	250	1	0	{"1": "info_107030_0_1_msg", "0": "info_107030_0_0_msg"}	{"1": {"-": "info_107030_0_1_reward_0"}, "0": {"-": "info_107030_0_0_reward_0"}}	{"1": {"10704003": "2"}, "0": {"10704003": "-1"}}	{"1": {"0": "m_info_107030_0_1_0_msg"}, "0": {"0": "m_info_107030_0_0_0_msg"}}	-	0	-
107040	ms_name_107040	0	10704004	250	1	0	{"1": "info_107040_0_1_msg", "0": "info_107040_0_0_msg", "2": "info_107040_0_2_msg"}	{"1": {"-": "info_107040_0_1_reward_0"}, "0": {"-": "info_107040_0_0_reward_0"}, "2": {"-": "info_107040_0_2_reward_0"}}	{"1": {"10704004": "1"}, "0": {"10704004": "-1"}, "2": {"10704004": "2"}}	{"1": {"0": "m_info_107040_0_1_0_msg"}, "0": {"0": "m_info_107040_0_0_0_msg"}, "2": {"0": "m_info_107040_0_2_0_msg"}}	-	0	-
107050	ms_name_107050	0	10704005	260	1	0	{"1": "info_107050_0_1_msg", "0": "info_107050_0_0_msg"}	{"1": {"-": "info_107050_0_1_reward_0"}, "0": {"-": "info_107050_0_0_reward_0"}}	{"1": {"10704005": "2"}, "0": {"10704005": "-1"}}	{"1": {"0": "m_info_107050_0_1_0_msg"}, "0": {"0": "m_info_107050_0_0_0_msg"}}	-	0	-
107060	ms_name_107060	0	10704006	260	1	0	{"1": "info_107060_0_1_msg", "0": "info_107060_0_0_msg", "2": "info_107060_0_2_msg"}	{"1": {"-": "info_107060_0_1_reward_0"}, "0": {"-": "info_107060_0_0_reward_0"}, "2": {"-": "info_107060_0_2_reward_0"}}	{"1": {"10704006": "1"}, "0": {"10704006": "-1"}, "2": {"10704006": "2"}}	{"1": {"0": "m_info_107060_0_1_0_msg"}, "0": {"0": "m_info_107060_0_0_0_msg"}, "2": {"0": "m_info_107060_0_2_0_msg"}}	-	0	-
107070	ms_name_107070	0	10704007	270	1	0	{"1": "info_107070_0_1_msg", "0": "info_107070_0_0_msg"}	{"1": {"-": "info_107070_0_1_reward_0"}, "0": {"-": "info_107070_0_0_reward_0"}}	{"1": {"10704007": "2"}, "0": {"10704007": "-1"}}	{"1": {"0": "m_info_107070_0_1_0_msg"}, "0": {"0": "m_info_107070_0_0_0_msg"}}	-	0	-
107080	ms_name_107080	0	10704009	270	1	0	{"1": "info_107080_0_1_msg", "0": "info_107080_0_0_msg", "2": "info_107080_0_2_msg"}	{"1": {"-": "info_107080_0_1_reward_0"}, "0": {"-": "info_107080_0_0_reward_0"}, "2": {"-": "info_107080_0_2_reward_0"}}	{"1": {"10704008": "1"}, "0": {"10704008": "-1"}, "2": {"10704008": "2"}}	{"1": {"0": "m_info_107080_0_1_0_msg"}, "0": {"0": "m_info_107080_0_0_0_msg"}, "2": {"0": "m_info_107080_0_2_0_msg"}}	-	0	-
107090	ms_name_107090	0	10704010	280	1	0	{"1": "info_107090_0_1_msg", "0": "info_107090_0_0_msg"}	{"1": {"-": "info_107090_0_1_reward_0"}, "0": {"-": "info_107090_0_0_reward_0"}}	{"1": {"10704009": "2"}, "0": {"10704009": "-1"}}	{"1": {"0": "m_info_107090_0_1_0_msg"}, "0": {"0": "m_info_107090_0_0_0_msg"}}	-	0	-
107100	ms_name_107100	0	10704011	280	1	0	{"1": "info_107100_0_1_msg", "0": "info_107100_0_0_msg", "2": "info_107100_0_2_msg"}	{"1": {"-": "info_107100_0_1_reward_0"}, "0": {"-": "info_107100_0_0_reward_0"}, "2": {"-": "info_107100_0_2_reward_0"}}	{"1": {"10704010": "1"}, "0": {"10704010": "-1"}, "2": {"10704010": "2"}}	{"1": {"0": "m_info_107100_0_1_0_msg"}, "0": {"0": "m_info_107100_0_0_0_msg"}, "2": {"0": "m_info_107100_0_2_0_msg"}}	-	0	-
107110	ms_name_107110	0	10704012	290	1	0	{"1": "info_107110_0_1_msg", "0": "info_107110_0_0_msg"}	{"1": {"-": "info_107110_0_1_reward_0"}, "0": {"-": "info_107110_0_0_reward_0"}}	{"1": {"10704011": "2"}, "0": {"10704011": "-1"}}	{"1": {"0": "m_info_107110_0_1_0_msg"}, "0": {"0": "m_info_107110_0_0_0_msg"}}	-	0	-
107120	ms_name_107120	0	10704013	290	1	0	{"1": "info_107120_0_1_msg", "0": "info_107120_0_0_msg", "2": "info_107120_0_2_msg"}	{"1": {"-": "info_107120_0_1_reward_0"}, "0": {"-": "info_107120_0_0_reward_0"}, "2": {"-": "info_107120_0_2_reward_0"}}	{"1": {"10704012": "1"}, "0": {"10704012": "-1"}, "2": {"10704012": "2"}}	{"1": {"0": "m_info_107120_0_1_0_msg"}, "0": {"0": "m_info_107120_0_0_0_msg"}, "2": {"0": "m_info_107120_0_2_0_msg"}}	-	0	-
107130	ms_name_107130	0	10704013	300	1	0	{"1": "info_107130_0_1_msg", "0": "info_107130_0_0_msg"}	{"1": {"-": "info_107130_0_1_reward_0"}, "0": {"-": "info_107130_0_0_reward_0"}}	{"1": {"10704013": "2"}, "0": {"10704013": "-1"}}	{"1": {"0": "m_info_107130_0_1_0_msg"}, "0": {"0": "m_info_107130_0_0_0_msg"}}	-	0	-
107140	ms_name_107140	0	10804001	300	1	0	{"1": "info_107140_0_1_msg", "0": "info_107140_0_0_msg", "2": "info_107140_0_2_msg"}	{"1": {"-": "info_107140_0_1_reward_0"}, "0": {"-": "info_107140_0_0_reward_0"}, "2": {"-": "info_107140_0_2_reward_0"}}	{"1": {"10704014": "1"}, "0": {"10704014": "-1"}, "2": {"10704014": "2"}}	{"1": {"0": "m_info_107140_0_1_0_msg"}, "0": {"0": "m_info_107140_0_0_0_msg"}, "2": {"0": "m_info_107140_0_2_0_msg"}}	-	0	-
107150	ms_name_107150	0	10804002	300	1	0	{"1": "info_107150_0_1_msg", "0": "info_107150_0_0_msg"}	{"1": {"-": "info_107150_0_1_reward_0"}, "0": {"-": "info_107150_0_0_reward_0"}}	{"1": {"10704015": "2"}, "0": {"10704015": "-1"}}	{"1": {"0": "m_info_107150_0_1_0_msg"}, "0": {"0": "m_info_107150_0_0_0_msg"}}	-	0	-
108010	ms_name_108010	0	10804003	300	1	0	{"1": "info_108010_0_1_msg", "0": "info_108010_0_0_msg", "2": "info_108010_0_2_msg"}	{"1": {"-": "info_108010_0_1_reward_0"}, "0": {"-": "info_108010_0_0_reward_0"}, "2": {"-": "info_108010_0_2_reward_0"}}	{"1": {"10804001": "2"}, "0": {"10804001": "-1"}, "2": {"10804001": "2"}}	{"1": {"0": "m_info_108010_0_1_0_msg"}, "0": {"0": "m_info_108010_0_0_0_msg"}, "2": {"0": "m_info_108010_0_2_0_msg"}}	-	0	-
