int	int	string	int	int	int[]	int[]	int
740	2	攻击神兵	239	1675	7	4123	0
741	2	攻击神兵	240	1690	7	4148	0
742	2	攻击神兵	241	1710	7	4174	0
743	2	攻击神兵	242	1730	7	4200	0
744	2	攻击神兵	243	1745	7	4226	0
745	2	攻击神兵	244	1765	7	4253	0
746	2	攻击神兵	245	1780	7	4279	0
747	2	攻击神兵	246	1800	7	4305	0
748	2	攻击神兵	247	1820	7	4332	0
749	2	攻击神兵	248	1835	7	4359	0
750	2	攻击神兵	249	1855	7	4385	0
751	2	攻击神兵	250	1880	7	4412	0
752	2	攻击神兵	251	1890	7	4439	0
753	2	攻击神兵	252	1915	7	4466	0
754	2	攻击神兵	253	1935	7	4494	0
755	2	攻击神兵	254	1955	7	4521	0
756	2	攻击神兵	255	1970	7	4549	0
757	2	攻击神兵	256	1995	7	4576	0
758	2	攻击神兵	257	2010	7	4604	0
759	2	攻击神兵	258	2035	7	4632	0
760	2	攻击神兵	259	2055	7	4660	0
761	2	攻击神兵	260	2075	7	4688	0
762	2	攻击神兵	261	2095	7	4716	0
763	2	攻击神兵	262	2115	7	4744	0
764	2	攻击神兵	263	2135	7	4772	0
765	2	攻击神兵	264	2160	7	4801	0
766	2	攻击神兵	265	2180	7	4830	0
767	2	攻击神兵	266	2200	7	4858	0
768	2	攻击神兵	267	2225	7	4887	0
769	2	攻击神兵	268	2245	7	4916	0
770	2	攻击神兵	269	2270	7	4945	0
771	2	攻击神兵	270	2285	7	4974	0
772	2	攻击神兵	271	2315	7	5004	0
773	2	攻击神兵	272	2335	7	5033	0
774	2	攻击神兵	273	2355	7	5063	0
775	2	攻击神兵	274	2380	7	5093	0
776	2	攻击神兵	275	2405	7	5122	0
777	2	攻击神兵	276	2425	7	5152	0
778	2	攻击神兵	277	2455	7	5182	0
779	2	攻击神兵	278	2470	7	5213	0
780	2	攻击神兵	279	2500	7	5243	0
781	2	攻击神兵	280	2520	7	5273	0
782	2	攻击神兵	281	2545	7	5304	0
783	2	攻击神兵	282	2575	7	5334	0
784	2	攻击神兵	283	2595	7	5365	0
785	2	攻击神兵	284	2620	7	5396	0
786	2	攻击神兵	285	2640	7	5427	0
787	2	攻击神兵	286	2670	7	5458	0
788	2	攻击神兵	287	2695	7	5490	0
789	2	攻击神兵	288	2725	7	5521	0
790	2	攻击神兵	289	2745	7	5553	0
791	2	攻击神兵	290	2770	7	5584	0
792	2	攻击神兵	291	2800	7	5616	0
793	2	攻击神兵	292	2825	7	5648	0
794	2	攻击神兵	293	2850	7	5680	0
795	2	攻击神兵	294	2880	7	5712	0
796	2	攻击神兵	295	2905	7	5744	0
797	2	攻击神兵	296	2930	7	5777	0
798	2	攻击神兵	297	2960	7	5809	0
799	2	攻击神兵	298	2985	7	5842	0
800	2	攻击神兵	299	3015	7	5875	0
801	2	攻击神兵	300	3040	7	5908	0
802	2	攻击神兵	301	3070	7	5941	0
803	2	攻击神兵	302	3095	7	5974	0
804	2	攻击神兵	303	3130	7	6007	0
805	2	攻击神兵	304	3150	7	6041	0
806	2	攻击神兵	305	3185	7	6074	0
807	2	攻击神兵	306	3215	7	6108	0
808	2	攻击神兵	307	3240	7	6142	0
809	2	攻击神兵	308	3270	7	6176	0
810	2	攻击神兵	309	3305	7	6210	0
811	2	攻击神兵	310	3330	7	6244	0
812	2	攻击神兵	311	3360	7	6278	0
813	2	攻击神兵	312	3390	7	6313	0
814	2	攻击神兵	313	3425	7	6347	0
815	2	攻击神兵	314	3450	7	6382	0
816	2	攻击神兵	315	3485	7	6417	0
817	2	攻击神兵	316	3515	7	6452	0
818	2	攻击神兵	317	3545	7	6487	0
819	2	攻击神兵	318	3575	7	6522	0
820	2	攻击神兵	319	3610	7	6558	0
821	2	攻击神兵	320	3640	7	6593	0
822	2	攻击神兵	321	3675	7	6629	0
823	2	攻击神兵	322	3705	7	6665	0
824	2	攻击神兵	323	3740	7	6701	0
825	2	攻击神兵	324	3770	7	6737	0
826	2	攻击神兵	325	3805	7	6773	0
827	2	攻击神兵	326	3840	7	6809	0
828	2	攻击神兵	327	3870	7	6846	0
829	2	攻击神兵	328	3905	7	6883	0
830	2	攻击神兵	329	3940	7	6919	0
831	2	攻击神兵	330	3975	7	6956	0
832	2	攻击神兵	331	4005	7	6993	0
833	2	攻击神兵	332	4045	7	7030	0
834	2	攻击神兵	333	4075	7	7068	0
835	2	攻击神兵	334	4115	7	7105	0
836	2	攻击神兵	335	4150	7	7143	0
837	2	攻击神兵	336	4180	7	7180	0
838	2	攻击神兵	337	4220	7	7218	0
839	2	攻击神兵	338	4260	7	7256	0
840	2	攻击神兵	339	4290	7	7294	0
841	2	攻击神兵	340	4330	7	7333	0
842	2	攻击神兵	341	4365	7	7371	0
843	2	攻击神兵	342	4405	7	7410	0
844	2	攻击神兵	343	4440	7	7448	0
845	2	攻击神兵	344	4480	7	7487	0
846	2	攻击神兵	345	4515	7	7526	0
847	2	攻击神兵	346	4555	7	7565	0
848	2	攻击神兵	347	4590	7	7604	0
849	2	攻击神兵	348	4630	7	7644	0
850	2	攻击神兵	349	4670	7	7683	0
851	2	攻击神兵	350	4710	7	7723	0
852	2	攻击神兵	351	4750	7	7763	0
853	2	攻击神兵	352	4785	7	7803	0
854	2	攻击神兵	353	4830	7	7843	0
855	2	攻击神兵	354	4865	7	7883	0
856	2	攻击神兵	355	4910	7	7924	0
857	2	攻击神兵	356	4950	7	7964	0
858	2	攻击神兵	357	4990	7	8005	0
859	2	攻击神兵	358	5030	7	8046	0
860	2	攻击神兵	359	5070	7	8087	0
861	2	攻击神兵	360	5115	7	8128	0
862	2	攻击神兵	361	5155	7	8169	0
863	2	攻击神兵	362	5200	7	8211	0
864	2	攻击神兵	363	5240	7	8252	0
865	2	攻击神兵	364	5285	7	8294	0
866	2	攻击神兵	365	5325	7	8336	0
867	2	攻击神兵	366	5370	7	8378	0
868	2	攻击神兵	367	5415	7	8420	0
869	2	攻击神兵	368	5455	7	8462	0
870	2	攻击神兵	369	5505	7	8505	0
871	2	攻击神兵	370	5545	7	8547	0
872	2	攻击神兵	371	5590	7	8590	0
873	2	攻击神兵	372	5635	7	8633	0
874	2	攻击神兵	373	5680	7	8676	0
875	2	攻击神兵	374	5725	7	8719	0
876	2	攻击神兵	375	5770	7	8762	0
877	2	攻击神兵	376	5820	7	8806	0
878	2	攻击神兵	377	5865	7	8849	0
879	2	攻击神兵	378	5910	7	8893	0
880	2	攻击神兵	379	5960	7	8937	0
881	2	攻击神兵	380	6005	7	8981	0
882	2	攻击神兵	381	6050	7	9026	0
883	2	攻击神兵	382	6100	7	9070	0
884	2	攻击神兵	383	6150	7	9115	0
885	2	攻击神兵	384	6195	7	9159	0
886	2	攻击神兵	385	6245	7	9204	0
887	2	攻击神兵	386	6295	7	9249	0
888	2	攻击神兵	387	6345	7	9294	0
889	2	攻击神兵	388	6395	7	9340	0
890	2	攻击神兵	389	6440	7	9385	0
891	2	攻击神兵	390	6495	7	9431	0
892	2	攻击神兵	391	6545	7	9476	0
893	2	攻击神兵	392	6595	7	9522	0
894	2	攻击神兵	393	6645	7	9568	0
895	2	攻击神兵	394	6695	7	9615	0
896	2	攻击神兵	395	6750	7	9661	0
897	2	攻击神兵	396	6800	7	9708	0
898	2	攻击神兵	397	6850	7	9754	0
899	2	攻击神兵	398	6910	7	9801	0
900	2	攻击神兵	399	6955	7	9848	0
901	2	攻击神兵	400	0	7	9895	0
1001	3	暴击神兵	0	1115	0	0	0
1002	3	暴击神兵	1	35	12|13	300|9039	0
1003	3	暴击神兵	2	40	12|13	300|9107	0
1004	3	暴击神兵	3	40	12|13	300|9173	0
1005	3	暴击神兵	4	45	12|13	300|9239	0
1006	3	暴击神兵	5	40	12|13	300|9304	0
1007	3	暴击神兵	6	45	12|13	324|9368	0
1008	3	暴击神兵	7	45	12|13	324|9431	0
1009	3	暴击神兵	8	45	12|13	324|9494	0
1010	3	暴击神兵	9	50	12|13	324|9556	0
1011	3	暴击神兵	10	50	12|13	324|9618	0
1012	3	暴击神兵	11	50	12|13	324|9679	0
1013	3	暴击神兵	12	55	12|13	348|9739	0
1014	3	暴击神兵	13	55	12|13	348|9799	0
1015	3	暴击神兵	14	55	12|13	348|9859	0
1016	3	暴击神兵	15	55	12|13	348|9917	0
1017	3	暴击神兵	16	60	12|13	348|9976	0
1018	3	暴击神兵	17	60	12|13	348|10034	0
1019	3	暴击神兵	18	60	12|13	372|10091	0
1020	3	暴击神兵	19	65	12|13	372|10148	0
1021	3	暴击神兵	20	65	12|13	372|10204	0
1022	3	暴击神兵	21	65	12|13	372|10261	0
1023	3	暴击神兵	22	65	12|13	372|10316	0
1024	3	暴击神兵	23	70	12|13	372|10372	0
1025	3	暴击神兵	24	75	12|13	396|10427	0
1026	3	暴击神兵	25	70	12|13	396|10482	0
1027	3	暴击神兵	26	75	12|13	396|10536	0
1028	3	暴击神兵	27	75	12|13	396|10590	0
1029	3	暴击神兵	28	80	12|13	396|10644	0
1030	3	暴击神兵	29	80	12|13	396|10697	0
1031	3	暴击神兵	30	85	12|13	420|10750	0
1032	3	暴击神兵	31	80	12|13	420|10803	0
1033	3	暴击神兵	32	90	12|13	420|10856	0
1034	3	暴击神兵	33	85	12|13	420|10908	0
1035	3	暴击神兵	34	90	12|13	420|10960	0
1036	3	暴击神兵	35	90	12|13	420|11012	0
1037	3	暴击神兵	36	95	12|13	444|11064	0
1038	3	暴击神兵	37	95	12|13	444|11115	0
1039	3	暴击神兵	38	100	12|13	444|11167	0
1040	3	暴击神兵	39	100	12|13	444|11218	0
1041	3	暴击神兵	40	100	12|13	444|11268	0
1042	3	暴击神兵	41	105	12|13	444|11319	0
1043	3	暴击神兵	42	105	12|13	468|11370	0
1044	3	暴击神兵	43	110	12|13	468|11420	0
1045	3	暴击神兵	44	110	12|13	468|11470	0
1046	3	暴击神兵	45	115	12|13	468|11520	0
1047	3	暴击神兵	46	115	12|13	468|11570	0
1048	3	暴击神兵	47	115	12|13	468|11620	0
1049	3	暴击神兵	48	120	12|13	492|11670	0
1050	3	暴击神兵	49	125	12|13	492|11719	0
1051	3	暴击神兵	50	120	12|13	492|11768	0
1052	3	暴击神兵	51	130	12|13	492|11818	0
1053	3	暴击神兵	52	130	12|13	492|11867	0
1054	3	暴击神兵	53	130	12|13	492|11916	0
1055	3	暴击神兵	54	135	12|13	516|11965	0
1056	3	暴击神兵	55	140	12|13	516|12014	0
1057	3	暴击神兵	56	140	12|13	516|12062	0
1058	3	暴击神兵	57	140	12|13	516|12111	0
1059	3	暴击神兵	58	145	12|13	516|12160	0
1060	3	暴击神兵	59	150	12|13	516|12208	0
1061	3	暴击神兵	60	150	12|13	540|12257	0
1062	3	暴击神兵	61	150	12|13	540|12305	0
1063	3	暴击神兵	62	160	12|13	540|12353	0
1064	3	暴击神兵	63	160	12|13	540|12401	0
1065	3	暴击神兵	64	160	12|13	540|12450	0
1066	3	暴击神兵	65	165	12|13	540|12498	0
1067	3	暴击神兵	66	165	12|13	564|12546	0
1068	3	暴击神兵	67	175	12|13	564|12594	0
1069	3	暴击神兵	68	170	12|13	564|12642	0
1070	3	暴击神兵	69	180	12|13	564|12690	0
1071	3	暴击神兵	70	180	12|13	564|12738	0
1072	3	暴击神兵	71	180	12|13	564|12786	0
1073	3	暴击神兵	72	190	12|13	588|12833	0
1074	3	暴击神兵	73	190	12|13	588|12881	0
1075	3	暴击神兵	74	190	12|13	588|12929	0
1076	3	暴击神兵	75	195	12|13	588|12977	48000
1077	3	暴击神兵	76	200	12|13	588|13025	0
1078	3	暴击神兵	77	205	12|13	588|13072	0
1079	3	暴击神兵	78	205	12|13	612|13120	0
1080	3	暴击神兵	79	210	12|13	612|13168	0
1081	3	暴击神兵	80	215	12|13	612|13216	0
1082	3	暴击神兵	81	215	12|13	612|13263	0
1083	3	暴击神兵	82	220	12|13	612|13311	0
1084	3	暴击神兵	83	225	12|13	612|13359	0
1085	3	暴击神兵	84	230	12|13	636|13407	0
1086	3	暴击神兵	85	230	12|13	636|13454	0
1087	3	暴击神兵	86	235	12|13	636|13502	0
1088	3	暴击神兵	87	240	12|13	636|13550	0
1089	3	暴击神兵	88	245	12|13	636|13597	0
1090	3	暴击神兵	89	245	12|13	636|13645	0
1091	3	暴击神兵	90	250	12|13	660|13693	0
1092	3	暴击神兵	91	255	12|13	660|13741	0
1093	3	暴击神兵	92	260	12|13	660|13789	0
1094	3	暴击神兵	93	265	12|13	660|13836	0
1095	3	暴击神兵	94	265	12|13	660|13884	0
1096	3	暴击神兵	95	275	12|13	660|13932	0
1097	3	暴击神兵	96	275	12|13	684|13980	0
1098	3	暴击神兵	97	280	12|13	684|14028	0
1099	3	暴击神兵	98	285	12|13	684|14076	0
1100	3	暴击神兵	99	290	12|13	684|14124	0
1101	3	暴击神兵	100	290	12|13	684|14172	0
1102	3	暴击神兵	101	300	12|13	684|14220	0
1103	3	暴击神兵	102	300	12|13	708|14268	0
1104	3	暴击神兵	103	310	12|13	708|14316	0
1105	3	暴击神兵	104	310	12|13	708|14365	0
1106	3	暴击神兵	105	320	12|13	708|14413	0
1107	3	暴击神兵	106	320	12|13	708|14461	0
1108	3	暴击神兵	107	325	12|13	708|14509	0
1109	3	暴击神兵	108	330	12|13	732|14558	0
1110	3	暴击神兵	109	340	12|13	732|14606	0
1111	3	暴击神兵	110	340	12|13	732|14654	0
1112	3	暴击神兵	111	345	12|13	732|14703	0
1113	3	暴击神兵	112	350	12|13	732|14751	0
1114	3	暴击神兵	113	360	12|13	732|14800	0
1115	3	暴击神兵	114	360	12|13	756|14849	0
1116	3	暴击神兵	115	365	12|13	756|14897	0
1117	3	暴击神兵	116	375	12|13	756|14946	0
1118	3	暴击神兵	117	375	12|13	756|14995	0
1119	3	暴击神兵	118	385	12|13	756|15044	0
1120	3	暴击神兵	119	390	12|13	756|15093	0
1121	3	暴击神兵	120	395	12|13	780|15142	0
1122	3	暴击神兵	121	400	12|13	780|15191	0
1123	3	暴击神兵	122	405	12|13	780|15240	0
1124	3	暴击神兵	123	410	12|13	780|15289	0
1125	3	暴击神兵	124	420	12|13	780|15338	0
1126	3	暴击神兵	125	420	12|13	780|15387	0
1127	3	暴击神兵	126	430	12|13	804|15437	0
1128	3	暴击神兵	127	435	12|13	804|15486	0
1129	3	暴击神兵	128	445	12|13	804|15535	0
1130	3	暴击神兵	129	445	12|13	804|15585	0
1131	3	暴击神兵	130	455	12|13	804|15635	0
1132	3	暴击神兵	131	460	12|13	804|15684	0
1133	3	暴击神兵	132	465	12|13	828|15734	0
1134	3	暴击神兵	133	475	12|13	828|15784	0
1135	3	暴击神兵	134	480	12|13	828|15834	0
1136	3	暴击神兵	135	485	12|13	828|15884	0
1137	3	暴击神兵	136	495	12|13	828|15934	0
1138	3	暴击神兵	137	500	12|13	828|15984	0
1139	3	暴击神兵	138	505	12|13	852|16034	0
1140	3	暴击神兵	139	515	12|13	852|16084	0
1141	3	暴击神兵	140	520	12|13	852|16134	0
1142	3	暴击神兵	141	525	12|13	852|16185	0
1143	3	暴击神兵	142	535	12|13	852|16235	0
1144	3	暴击神兵	143	540	12|13	852|16286	0
1145	3	暴击神兵	144	550	12|13	876|16336	0
1146	3	暴击神兵	145	555	12|13	876|16387	0
1147	3	暴击神兵	146	565	12|13	876|16438	0
1148	3	暴击神兵	147	570	12|13	876|16489	0
1149	3	暴击神兵	148	580	12|13	876|16539	0
1150	3	暴击神兵	149	585	12|13	876|16590	0
1151	3	暴击神兵	150	595	12|13	900|16642	48010
1152	3	暴击神兵	151	600	12|13	900|16693	0
1153	3	暴击神兵	152	610	12|13	900|16744	0
1154	3	暴击神兵	153	615	12|13	900|16795	0
1155	3	暴击神兵	154	630	12|13	900|16847	0
1156	3	暴击神兵	155	630	12|13	900|16898	0
1157	3	暴击神兵	156	645	12|13	924|16950	0
1158	3	暴击神兵	157	650	12|13	924|17001	0
1159	3	暴击神兵	158	655	12|13	924|17053	0
1160	3	暴击神兵	159	670	12|13	924|17105	0
1161	3	暴击神兵	160	675	12|13	924|17157	0
1162	3	暴击神兵	161	680	12|13	924|17209	0
1163	3	暴击神兵	162	695	12|13	948|17261	0
1164	3	暴击神兵	163	700	12|13	948|17313	0
1165	3	暴击神兵	164	710	12|13	948|17365	0
1166	3	暴击神兵	165	720	12|13	948|17418	0
1167	3	暴击神兵	166	730	12|13	948|17470	0
1168	3	暴击神兵	167	735	12|13	948|17523	0
1169	3	暴击神兵	168	750	12|13	972|17575	0
1170	3	暴击神兵	169	755	12|13	972|17628	0
1171	3	暴击神兵	170	765	12|13	972|17681	0
1172	3	暴击神兵	171	775	12|13	972|17734	0
1173	3	暴击神兵	172	785	12|13	972|17787	0
1174	3	暴击神兵	173	790	12|13	972|17840	0
1175	3	暴击神兵	174	805	12|13	996|17893	0
1176	3	暴击神兵	175	815	12|13	996|17946	0
1177	3	暴击神兵	176	825	12|13	996|18000	0
1178	3	暴击神兵	177	830	12|13	996|18053	0
1179	3	暴击神兵	178	845	12|13	996|18107	0
1180	3	暴击神兵	179	855	12|13	996|18160	0
1181	3	暴击神兵	180	865	12|13	1020|18214	0
1182	3	暴击神兵	181	875	12|13	1020|18268	0
1183	3	暴击神兵	182	885	12|13	1020|18322	0
1184	3	暴击神兵	183	895	12|13	1020|18376	0
1185	3	暴击神兵	184	910	12|13	1020|18430	0
1186	3	暴击神兵	185	915	12|13	1020|18484	0
1187	3	暴击神兵	186	930	12|13	1044|18539	0
1188	3	暴击神兵	187	940	12|13	1044|18593	0
1189	3	暴击神兵	188	950	12|13	1044|18647	0
1190	3	暴击神兵	189	965	12|13	1044|18702	0
1191	3	暴击神兵	190	970	12|13	1044|18757	0
1192	3	暴击神兵	191	985	12|13	1044|18812	0
1193	3	暴击神兵	192	1000	12|13	1068|18866	0
1194	3	暴击神兵	193	1005	12|13	1068|18921	0
1195	3	暴击神兵	194	1020	12|13	1068|18977	0
1196	3	暴击神兵	195	1035	12|13	1068|19032	0
1197	3	暴击神兵	196	1040	12|13	1068|19087	0
1198	3	暴击神兵	197	1060	12|13	1068|19142	0
1199	3	暴击神兵	198	1065	12|13	1092|19198	0
1200	3	暴击神兵	199	1080	12|13	1092|19254	0
1201	3	暴击神兵	200	1095	12|13	1092|19309	0
1202	3	暴击神兵	201	1105	12|13	1092|19365	0
1203	3	暴击神兵	202	1120	12|13	1092|19421	0
1204	3	暴击神兵	203	1130	12|13	1092|19477	0
1205	3	暴击神兵	204	1145	12|13	1116|19533	0
1206	3	暴击神兵	205	1155	12|13	1116|19589	0
1207	3	暴击神兵	206	1170	12|13	1116|19646	0
1208	3	暴击神兵	207	1185	12|13	1116|19702	0
1209	3	暴击神兵	208	1195	12|13	1116|19759	0
1210	3	暴击神兵	209	1210	12|13	1116|19815	0
1211	3	暴击神兵	210	1225	12|13	1140|19872	0
1212	3	暴击神兵	211	1240	12|13	1140|19929	0
1213	3	暴击神兵	212	1250	12|13	1140|19986	0
1214	3	暴击神兵	213	1265	12|13	1140|20043	0
1215	3	暴击神兵	214	1280	12|13	1140|20100	0
1216	3	暴击神兵	215	1295	12|13	1140|20157	0
1217	3	暴击神兵	216	1305	12|13	1164|20214	0
1218	3	暴击神兵	217	1325	12|13	1164|20272	0
1219	3	暴击神兵	218	1335	12|13	1164|20329	0
1220	3	暴击神兵	219	1355	12|13	1164|20387	0
1221	3	暴击神兵	220	1365	12|13	1164|20445	0
1222	3	暴击神兵	221	1380	12|13	1164|20503	0
1223	3	暴击神兵	222	1400	12|13	1188|20561	0
1224	3	暴击神兵	223	1410	12|13	1188|20619	0
1225	3	暴击神兵	224	1430	12|13	1188|20677	0
1226	3	暴击神兵	225	1440	12|13	1188|20735	48020
1227	3	暴击神兵	226	1460	12|13	1188|20794	0
1228	3	暴击神兵	227	1475	12|13	1188|20852	0
1229	3	暴击神兵	228	1490	12|13	1212|20911	0
1230	3	暴击神兵	229	1505	12|13	1212|20969	0
1231	3	暴击神兵	230	1525	12|13	1212|21028	0
1232	3	暴击神兵	231	1535	12|13	1212|21087	0
1233	3	暴击神兵	232	1560	12|13	1212|21146	0
1234	3	暴击神兵	233	1570	12|13	1212|21205	0
1235	3	暴击神兵	234	1590	12|13	1236|21265	0
1236	3	暴击神兵	235	1605	12|13	1236|21324	0
1237	3	暴击神兵	236	1620	12|13	1236|21384	0
1238	3	暴击神兵	237	1640	12|13	1236|21443	0
1239	3	暴击神兵	238	1655	12|13	1236|21503	0
1240	3	暴击神兵	239	1675	12|13	1236|21563	0
1241	3	暴击神兵	240	1690	12|13	1260|21623	0
1242	3	暴击神兵	241	1710	12|13	1260|21683	0
1243	3	暴击神兵	242	1730	12|13	1260|21743	0
1244	3	暴击神兵	243	1745	12|13	1260|21803	0
1245	3	暴击神兵	244	1765	12|13	1260|21863	0
1246	3	暴击神兵	245	1780	12|13	1260|21924	0
1247	3	暴击神兵	246	1800	12|13	1284|21984	0
1248	3	暴击神兵	247	1820	12|13	1284|22045	0
1249	3	暴击神兵	248	1835	12|13	1284|22106	0
1250	3	暴击神兵	249	1855	12|13	1284|22167	0
1251	3	暴击神兵	250	1880	12|13	1284|22228	0
1252	3	暴击神兵	251	1890	12|13	1284|22289	0
1253	3	暴击神兵	252	1915	12|13	1308|22350	0
1254	3	暴击神兵	253	1935	12|13	1308|22411	0
1255	3	暴击神兵	254	1955	12|13	1308|22473	0
1256	3	暴击神兵	255	1970	12|13	1308|22534	0
1257	3	暴击神兵	256	1995	12|13	1308|22596	0
1258	3	暴击神兵	257	2010	12|13	1308|22658	0
1259	3	暴击神兵	258	2035	12|13	1332|22720	0
1260	3	暴击神兵	259	2055	12|13	1332|22782	0
1261	3	暴击神兵	260	2075	12|13	1332|22844	0
1262	3	暴击神兵	261	2095	12|13	1332|22906	0
1263	3	暴击神兵	262	2115	12|13	1332|22968	0
1264	3	暴击神兵	263	2135	12|13	1332|23031	0
1265	3	暴击神兵	264	2160	12|13	1356|23093	0
1266	3	暴击神兵	265	2180	12|13	1356|23156	0
1267	3	暴击神兵	266	2200	12|13	1356|23219	0
1268	3	暴击神兵	267	2225	12|13	1356|23282	0
1269	3	暴击神兵	268	2245	12|13	1356|23345	0
1270	3	暴击神兵	269	2270	12|13	1356|23408	0
1271	3	暴击神兵	270	2285	12|13	1380|23471	0
1272	3	暴击神兵	271	2315	12|13	1380|23535	0
1273	3	暴击神兵	272	2335	12|13	1380|23598	0
1274	3	暴击神兵	273	2355	12|13	1380|23662	0
1275	3	暴击神兵	274	2380	12|13	1380|23725	0
1276	3	暴击神兵	275	2405	12|13	1380|23789	0
1277	3	暴击神兵	276	2425	12|13	1404|23853	0
1278	3	暴击神兵	277	2455	12|13	1404|23917	0
1279	3	暴击神兵	278	2470	12|13	1404|23981	0
1280	3	暴击神兵	279	2500	12|13	1404|24046	0
1281	3	暴击神兵	280	2520	12|13	1404|24110	0
1282	3	暴击神兵	281	2545	12|13	1404|24174	0
1283	3	暴击神兵	282	2575	12|13	1428|24239	0
1284	3	暴击神兵	283	2595	12|13	1428|24304	0
1285	3	暴击神兵	284	2620	12|13	1428|24369	0
1286	3	暴击神兵	285	2640	12|13	1428|24434	0
1287	3	暴击神兵	286	2670	12|13	1428|24499	0
1288	3	暴击神兵	287	2695	12|13	1428|24564	0
1289	3	暴击神兵	288	2725	12|13	1452|24629	0
1290	3	暴击神兵	289	2745	12|13	1452|24694	0
1291	3	暴击神兵	290	2770	12|13	1452|24760	0
1292	3	暴击神兵	291	2800	12|13	1452|24826	0
1293	3	暴击神兵	292	2825	12|13	1452|24891	0
1294	3	暴击神兵	293	2850	12|13	1452|24957	0
1295	3	暴击神兵	294	2880	12|13	1476|25023	0
1296	3	暴击神兵	295	2905	12|13	1476|25089	0
1297	3	暴击神兵	296	2930	12|13	1476|25156	0
1298	3	暴击神兵	297	2960	12|13	1476|25222	0
1299	3	暴击神兵	298	2985	12|13	1476|25288	0
1300	3	暴击神兵	299	3015	12|13	1476|25355	0
1301	3	暴击神兵	300	3040	12|13	1500|25422	48030
1302	3	暴击神兵	301	3070	12|13	1500|25555	0
1303	3	暴击神兵	302	3095	12|13	1500|25689	0
1304	3	暴击神兵	303	3130	12|13	1500|25824	0
1305	3	暴击神兵	304	3150	12|13	1500|25959	0
1306	3	暴击神兵	305	3185	12|13	1500|26095	0
1307	3	暴击神兵	306	3215	12|13	1500|26231	0
1308	3	暴击神兵	307	3240	12|13	1500|26367	0
1309	3	暴击神兵	308	3270	12|13	1500|26504	0
1310	3	暴击神兵	309	3305	12|13	1500|26642	0
1311	3	暴击神兵	310	3330	12|13	1500|26780	0
1312	3	暴击神兵	311	3360	12|13	1500|26918	0
1313	3	暴击神兵	312	3390	12|13	1500|27057	0
1314	3	暴击神兵	313	3425	12|13	1500|27196	0
1315	3	暴击神兵	314	3450	12|13	1500|27336	0
1316	3	暴击神兵	315	3485	12|13	1515|27477	0
1317	3	暴击神兵	316	3515	12|13	1515|27617	0
1318	3	暴击神兵	317	3545	12|13	1515|27759	0
1319	3	暴击神兵	318	3575	12|13	1515|27900	0
1320	3	暴击神兵	319	3610	12|13	1515|28043	0
1321	3	暴击神兵	320	3640	12|13	1515|28185	0
1322	3	暴击神兵	321	3675	12|13	1515|28329	0
1323	3	暴击神兵	322	3705	12|13	1515|28472	0
1324	3	暴击神兵	323	3740	12|13	1515|28617	0
1325	3	暴击神兵	324	3770	12|13	1515|28761	0
1326	3	暴击神兵	325	3805	12|13	1515|28906	0
1327	3	暴击神兵	326	3840	12|13	1515|29052	0
1328	3	暴击神兵	327	3870	12|13	1515|29198	0
1329	3	暴击神兵	328	3905	12|13	1515|29345	0
1330	3	暴击神兵	329	3940	12|13	1515|29492	0
1331	3	暴击神兵	330	3975	12|13	1530|29640	0
1332	3	暴击神兵	331	4005	12|13	1530|29788	0
1333	3	暴击神兵	332	4045	12|13	1530|29936	0
1334	3	暴击神兵	333	4075	12|13	1530|30086	0
1335	3	暴击神兵	334	4115	12|13	1530|30235	0
1336	3	暴击神兵	335	4150	12|13	1530|30385	0
1337	3	暴击神兵	336	4180	12|13	1530|30536	0
1338	3	暴击神兵	337	4220	12|13	1530|30687	0
1339	3	暴击神兵	338	4260	12|13	1530|30839	0
1340	3	暴击神兵	339	4290	12|13	1530|30991	0
1341	3	暴击神兵	340	4330	12|13	1530|31144	0
1342	3	暴击神兵	341	4365	12|13	1530|31297	0
1343	3	暴击神兵	342	4405	12|13	1530|31450	0
1344	3	暴击神兵	343	4440	12|13	1530|31604	0
1345	3	暴击神兵	344	4480	12|13	1530|31759	0
1346	3	暴击神兵	345	4515	12|13	1545|31914	0
1347	3	暴击神兵	346	4555	12|13	1545|32070	0
1348	3	暴击神兵	347	4590	12|13	1545|32226	0
1349	3	暴击神兵	348	4630	12|13	1545|32383	0
1350	3	暴击神兵	349	4670	12|13	1545|32540	0
1351	3	暴击神兵	350	4710	12|13	1545|32698	0
1352	3	暴击神兵	351	4750	12|13	1545|32856	0
1353	3	暴击神兵	352	4785	12|13	1545|33015	0
1354	3	暴击神兵	353	4830	12|13	1545|33174	0
1355	3	暴击神兵	354	4865	12|13	1545|33334	0
1356	3	暴击神兵	355	4910	12|13	1545|33494	0
1357	3	暴击神兵	356	4950	12|13	1545|33655	0
1358	3	暴击神兵	357	4990	12|13	1545|33817	0
1359	3	暴击神兵	358	5030	12|13	1545|33979	0
1360	3	暴击神兵	359	5070	12|13	1545|34141	0
1361	3	暴击神兵	360	5115	12|13	1560|34304	0
1362	3	暴击神兵	361	5155	12|13	1560|34467	0
1363	3	暴击神兵	362	5200	12|13	1560|34631	0
1364	3	暴击神兵	363	5240	12|13	1560|34796	0
1365	3	暴击神兵	364	5285	12|13	1560|34961	0
1366	3	暴击神兵	365	5325	12|13	1560|35126	0
