int	int	string	string	int	float	float	float	Vector3	float	Vector3	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	float	string	int	int	int	int	int	int[]	int	int	int
10104004	0	N012	内务总管	5	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10104005	0	N003	玉清真人	6	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	657
10104006	0	N034	阿紫师妹	7	1.2	0.5	1	(-0.25,0.025,0)	0.8	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10104007	0	N003	神诀宗主	8	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10104008	0	M131	皓月战神	9	1.2	0.5	0.5	(-0.31,0.05,0)	0.36	(0,16.68,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	643
10104009	0	N010	山间村民	10	1.2	0.5	1	(-0.28,0.05,0)	0.75	(0,15,-4)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	644
10104010	0	N010	山内村民	10	1.2	0.5	1	(-0.28,0.05,0)	0.75	(0,15,-4)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	645
10104011	0	N002	布衣道士	11	1.2	0.5	1	(-0.33,0,0)	0.85	(0,22.21,-2.5)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	80000	0
10104012	0	N003	清心道人	12	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	659
10104013	0	N012	清虚道长	13	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	685
10104014	0	N008	清虚道长	14	1.2	0.5	1	(-0.25,0.1,0)	0.7	(0,0.5,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10109001	0	N033	除魔石巨人传送石	70	1.2	0.5	1	(-0.25,0.35,0)	0.4	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	0
10109002	0	N033	除魔天将传送石	70	1.2	0.5	1	(-0.25,0.35,0)	0.4	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	0
10109003	0	N033	除魔冰妖传送石	70	1.2	0.5	1	(-0.25,0.35,0)	0.4	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	0
10109004	0	N033	仙果之山传送石	70	1.2	0.5	1	(-0.25,0.35,0)	0.4	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	0
10109005	0	N033	迷幻森林传送石	70	1.2	0.5	1	(-0.25,0.35,0)	0.4	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	0
10109006	0	N033	灵界之森传送石	70	1.2	0.5	1	(-0.25,0.35,0)	0.4	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	0
10204001	0	N003	清元道人	18	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204002	0	M128	暗裔暴君	19	1.2	0.5	0.5	(-0.2,0.03,0)	0.35	(-2,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	650
10204003	0	N001	小云	20	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10204004	0	N010	山间农夫	22	1.2	0.5	1	(-0.28,0.05,0)	0.75	(0,15,-4)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	658
10204005	0	N012	张老	23	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204006	0	N013	神秘铁匠	25	1.2	0.5	1	(-0.29,0.08,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	674
10204007	0	N013	铸剑大师	26	1.2	0.5	1	(-0.29,0.08,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10204008	0	N003	不凡道人	27	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	657
10204009	0	N012	陈友人	28	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204010	0	N003	游方道士	31	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204011	0	M126	龙血武姬	32	1.2	0.5	0.5	(-0.22,0.03,0)	0.35	(-5.9,13.08,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	651
10204012	0	N010	农夫	33	1.2	0.5	1	(-0.28,0.05,0)	0.75	(0,15,-4)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204013	0	N015	玉武	34	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	66|70|71	9	0	660
10204014	0	N017	云游侠客	35	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204015	0	N001	玉儿	36	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	672
10204016	0	N012	玄真子	37	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	685
10204017	0	N003	神秘老人	38	1.2	0.5	1	(-0.32,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	659
10204018	0	N028	神秘老人	38	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	679
10204019	0	N028	神秘老人	38	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204020	0	M135	瑞兽麒麟	38	1.2	0.5	0.5	(-0.22,0.08,0)	0.3	(-5.9,13.08,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10204200	14	0	石碑	1	3	1	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	3000	0	0	0	214	0	1		1	1	1	0	1	0	9	0	0
10304001	0	N011	剑老	41	1.2	0.5	1	(-0.3,0.15,0)	0.7	(-3.69,17.59,-2.9)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	673
10304002	0	N015	剑恒	42	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	661
10304003	0	N017	剑武	46	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10304004	0	M129	执印龙王	49	1.2	0.5	0.5	(-0.22,-0.05,0)	0.35	(-2,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	652
10304005	0	N015	剑尘	51	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10304006	0	N017	剑羽	52	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10304007	0	N015	莫剑师	53	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10304008	0	N034	剑雨	54	1.2	0.5	1	(-0.25,0.025,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	664
10304009	0	N034	剑染	56	1.2	0.5	1	(-0.25,0.025,0)	0.8	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10304010	0	N017	剑海	57	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10304011	0	N015	决策师兄	58	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	683
10304012	0	N017	剑易	59	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10304013	0	N015	伯符师兄	61	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	661
10304014	0	M132	杏黄术士	62	1.2	0.5	0.5	(-0.22,0,0)	0.35	(-5.9,13.08,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	653
10304015	0	N017	子龙师兄	63	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10304016	0	N012	武天师叔	64	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	684
10304017	0	N034	庄主女儿	66	1.2	0.5	1	(-0.25,0.025,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	662
10404100	14	A_Zs_Cb01	雄鹰之羽	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	3000	0	0	0	214	0	1		0	1	1	0	0	0	9	0	0
10404101	14	A_Fs_Cb01	落英缤纷	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	3000	0	0	0	214	0	1		0	1	1	0	0	0	9	0	0
10404001	0	N020	商铺老板	67	1.2	0.5	1	(-0.25,0.08,0)	0.7	(0,20.1,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	663
10404002	0	N015	鹿毅师兄	70	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10404003	0	N004	任海师弟	73	1.2	0.5	1	(-0.26,0,0)	0.85	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	675
10404004	0	N026	宇田师兄	74	1.2	0.5	1	(-0.26,-0.03,0)	0.8	(0,7,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10404005	0	N027	青书师兄	80	1.2	0.5	1	(-0.26,0.05,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	683
10404006	0	N019	若兰师姐	80	1.2	0.5	1	(-0.18,0.1,0)	0.7	(0,11.43,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10404007	0	N011	守园人	95	1.2	0.5	1	(-0.3,0.15,0)	0.7	(-3.69,17.59,-2.9)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10404008	0	N018	武天师叔	95	1.2	0.5	1	(-0.28,0.15,0)	0.75	(0.75,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	685
10404009	0	N004	小布师兄	105	1.2	0.5	1	(-0.26,0,0)	0.85	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10404010	0	N034	若竹师姐	105	1.2	0.5	1	(-0.25,0.025,0)	0.8	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	662
10404011	0	N012	神游道人	115	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10404012	0	M133	东皇太一	115	1.2	0.5	0.5	(-0.22,0.03,0)	0.35	(-5.9,20,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		0	1	1	1	0	0	9	0	654
10404013	0	N017	逍遥师兄	115	1.2	0.5	1	(-0.28,0.08,0)	0.75	(-9.22,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10404014	0	N035	呈衣师姐	120	1.2	0.5	1	(-0.22,0.025,0)	0.85	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	665
10404015	0	N015	令狐师兄	120	1.2	0.5	1	(-0.28,0.1,0)	0.75	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10404102	0	N012	店小二	130	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10504001	0	N021	守城将军	130	1.2	0.5	1	(-0.26,0.05,0)	0.65	(0,19.35,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	666
10504002	0	N022	先锋官	130	1.2	0.5	1	(-0.28,0,0)	0.7	(0,17.23,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10504003	0	N005	军中药师	140	1.2	0.5	1	(-0.29,0.1,0)	0.7	(5.45,30,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10504004	0	N020	军需	140	1.2	0.5	1	(-0.25,0.08,0)	0.7	(0,20.1,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10504005	0	N029	神秘老头	150	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10504006	0	N007	随行弟子	150	1.2	0.5	1	(-0.27,0.03,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10504007	0	N035	冰玉	160	1.2	0.5	1	(-0.22,0.025,0)	0.85	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	669
10504008	0	M134	枯藤老人	160	1.2	0.5	0.5	(-0.22,0.02,0)	0.35	(-5.9,25,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		0	1	1	1	0	0	9	0	655
10504009	0	N022	百夫长	160	1.2	0.5	1	(-0.28,0,0)	0.7	(0,17.23,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	660
10504010	0	N009	云游散修	160	1.2	0.5	1	(-0.28,-0.1,0)	0.9	(0,20.83,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10504011	0	N021	燕城副将	170	1.2	0.5	1	(-0.26,0.05,0)	0.65	(0,19.35,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	667
10504012	0	N013	军中铁匠	170	1.2	0.5	1	(-0.29,0.08,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	674
10504013	0	N012	燕城军师	180	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	668
10504014	0	N002	天元道士	180	1.2	0.5	1	(-0.33,0,0)	0.85	(0,22.21,-2.5)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	80000	0
10504015	0	N006	任法道人	190	1.2	0.5	1	(-0.32,0.05,0)	0.75	(-3,22.05,-2.52)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10504016	0	N029	秘中人	190	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	677
10604001	0	N023	海江流	190	1.2	0.5	1	(-0.26,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604002	0	N024	海易	190	1.2	0.5	1	(-0.29,0.03,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604003	0	N001	水玉	200	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	671
10604004	0	M135	浴火麒麟	200	1.2	0.5	0.5	(-0.22,0.08,0)	0.3	(-5.9,13.08,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		0	1	1	1	0	0	9	0	656
10604005	0	N001	水雨婷	200	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604006	0	N019	海诺	200	1.2	0.5	1	(-0.18,0.1,0)	0.7	(0,11.43,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
