string	string	string	int[]	string	int
TeamMatchingJobMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您的职业阶级不符	0
TeamMatchingJobAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>的职业阶级不符	0
TeamEnterJobMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您的职业阶级不符	0
TeamEnterJobAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>的职业阶级不符	0
SingleEnterJob	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您的职业阶级不符	0
TeamMatchingTicketMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您的通行证不足	0
TeamMatchingTicketAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>的通行证不足	0
TeamEnterTicketMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您的通行证不足	0
TeamEnterTicketAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>的通行证不足	0
GeRen_chenxin_157069	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您的通行证不足	0
TeamMatchingDeadMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您已经死亡	0
TeamMatchingDeadAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>已经死亡	0
TeamEnterDeadMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您已经死亡	0
TeamEnterDeadAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>已经死亡	0
SingleEnterDead	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您已经死亡	0
TeamMatchingBossMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在打BOSS	0
TeamMatchingBossAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在打BOSS	0
TeamEnterBossMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在打BOSS	0
TeamEnterBossAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在打BOSS	0
SingleEnterBoss	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您正在打BOSS	0
TeamMatchingPKMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在PK中	0
TeamMatchingPKAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在PK中	0
TeamEnterPKMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在PK中	0
TeamEnterPKAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在PK中	0
TeamMatchingSITMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在打坐中	0
TeamMatchingSITAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在打坐中	0
TeamEnterSITMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在打坐中	0
TeamEnterSITAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在打坐中	0
SingleEnterPK	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在PK中	0
TeamMatchingGatherMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在采集中	0
TeamMatchingGatherAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在采集中	0
TeamEnterGatherMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您正在采集中	0
TeamEnterGatherAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>正在采集中	0
SingleEnterGather	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您正在采集中	0
TeamMatchingDungeonMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您处于副本中	0
TeamMatchingDungeonAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>处于副本中	0
TeamEnterDungeonMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您处于副本中	0
TeamEnterDungeonAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>处于副本中	0
SingleEnterDungeon	0	0	1|20	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您处于副本中	0
TeamMatchingDefaultMe	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您不满足副本进入条件	0
TeamMatchingDefaultAll	0	0	1|20	自动匹配<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>不满足副本进入条件	0
TeamEnterDefaultMe	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为您不满足副本进入条件	0
TeamEnterDefaultAll	0	0	1|41	队长发起进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，因为<color=#109d06ff>%s1</color>不满足副本进入条件	0
SingleEnterDefaul	0	0	1	进入<color=#12a199ff><Word info=Map ID=%s0/></color>副本失败，您不满足副本进入条件	0
TeamMatchingSucceed	0	0	1	匹配成功！	0
TeamEnterForbid	0	0	1	副本准备中无法执行其他操作！	0
TeamEnterFailed	0	0	1|20	<color=#109d06FF>%s0</color>拒绝了副本请求，进入副本失败	0
DungeonGroupOnlyTeamLeader	0	0	2	只有队长才可发起组队进入	0
DungeonGroupAutoOnlyLeader	0	0	2	当前在队伍中，只有队长才可以发起自动匹配	0
DungeonGroupNoSingleIn	0	0	2	当前在队伍中，无法单人进入副本	0
TeamInviteSuccess	0	0	1	已成功发送组队邀请	0
TeamAskSuccess	0	0	1	已成功发送入队申请	0
AutoMatchingNoTarget	0	0	1	未选择队伍目标，无法进行自动匹配	0
AutoMatchingCannotChangeTarget	0	0	1	自动匹配中，无法变更组队伍目标	0
AutoMatchingCannotJoinTeam	0	0	1	队伍人数已满，无法进行自动匹配	0
AcceptTeamLost	0	0	2|41	该玩家已有队伍	0
SendWorldMessage	0	0	2|41	已发送世界喊话	0
BeginAutoMatching	0	0	2|41	开始自动匹配	0
TeamAskLost	0	0	1	发送申请失败，您的等级与目标队伍等级不符	0
TeamKick	0	0	1|20	您已被踢出队伍	0
hwj_20170807_1	0	0	1|20	分解成功，获得<color=#109d06FF>%s0</color><Word info=RichTextMsgReplace Name=MONEY id=%s1/>	0
LostRes	0	0	1	您失去了<Word info=item id=%s0/></color><color=#00ADE0FF>%s1个	0
LostMoney	0	0	2	您失去了<color=#109d06FF><Word info=RichTextMsgReplace Name=MONEY id=%s0/>%s1</color>	0
GetMoney	0	0	11	您得到了<color=#109d06FF><Word info=RichTextMsgReplace Name=MONEY id=%s0/>%s1</color>	0
GetSP	0	0	11	您得到了<color=#109d06FF>%s0</color>潜力值！	0
GeRen_lhs_0	0	0	11	您得到了经验<color=#109d06FF>%s0</color>点！	0
LvErr	0	0	1	您的等级不足	0
GeRen_chenxin_143504	0	0	1	您没有<Word info=item id=%s0/>	0
GeRen_chenxin_676165	0	0	1	您的<color=#ff0303FF><Word info=RichTextMsgReplace Name=Packet id=%s0/></color>空间不足！	0
GeRen_chenxin_279029	0	0	1	您被<color=#12a199ff><Word info=NPC id=%s0/></color>击倒了！	0
GoldPaperErr	0	0	1	您的绑定仙玉数量不足！	0
ObtainRes01	0	0	1	您获得了<Word info=item ID=%s0/>%s1个！	0
SilverErr	0	0	1	您的铜钱数量不足！	0
NoOpen_Item	0	0	1	暂未开放<Word info=item id=%s0/>道具	0
GeRen_chenxin_21675	0	0	1	您当前生命充盈，无需补充！	0
GeRen_chenxin_913598	0	0	1	很抱歉，该物品不属于你！	0
Z_NoFlyItem	0	0	1	很抱歉,您的<Word info=Item ID=954 col=0/>不足,无法进行传送	0
GeRen_chenxin_774045	0	0	1	该物品不可使用	0
GeRen_chenxin_988937	0	0	1	恭喜%s0成为了获得了属性加成VIP专属特权！	0
GeRen_chenxin_509966	0	0	1	由于您做了其他的加点操作，本次智能加点失败！	0
GetMoney01	0	0	1|20	出售成功，获得<color=#109d06FF><Word info=RichTextMsgReplace Name=MONEY id=%s0/>%s1</color>	0
E1B111AE-6A1D-4823-A5016B3ADFF9FC10	0	0	1	您真的要退出活动吗？（中途退出将视为放弃奖励）	0
5AA6955A-9BCE-4AE2-894B3463048320EC	0	0	1	您确定要退出吗？（中途退出将视为闯关失败）	0
Z_LackOfMoney	0	0	1	仙玉不足无法领取双倍奖励	0
RideLimit_lhs_0	0	0	1	本地图不允许骑乘！	0
GeRen_liubo_671654	0	0	1	增加背包成功	0
GeRen_mx_697674	0	0	1	您当前所处的地图无法使用传送功能，传送失败	0
PK_liubo_827276	0	0	1	与目标之间存在障碍,无法进行攻击	0
Market_Price_Null	0	0	1	物品售价不能为空	0
NoEnoughMoney1	0	0	1	仙玉不足	0
MarketCannotSell	0	0	1	该物品不可交易	0
HaveBody	0	0	1	这个地方有人了不能坐，你换个地方吧！	0
NotAttackable	0	0	1|20	不可攻击正在打坐的玩家	0
GeRen_lhs_272921	0	0	1	该物品无法出售！	0
GeRen_wjr_717982	0	0	1|20	需要前置技能<color=#006be3FF><Word info=Skill ID=%s0/></color>达到<color=#ff0303FF>%s1级</color>	0
BourseBagfull	0	0	1	背包空位不足、无法购买	0
BoursePasswordError	0	0	1|20	密码错误无法购买	0
LvUp_Get_Task	0	0	1	等级提升，您有新的任务可接受	0
GeRen_liubo_309847	0	0	1	没有可一键出售的装备	0
XW_JZ_AppointFamily	0	0	1	<color=#109d06FF>%s0</color>被任命为<color=#ff6701FF><Word info=RichTextMsgReplace Name=FAMILY id=%s1/></color>！	0
VipCard	0	0	1	购买的Vip时长超过最大天数限制	0
LackMoney	0	0	1	您的<color=#fa1010><Word info=RichTextMsgReplace Name=MONEY id=%s0/>不足</color>,无法购买此物品！	0
LackXBMoney	0	0	1	您的<color=#fa1010><Word info=RichTextMsgReplace Name=MONEY id=%s0/>不足</color>,无法兑换此物品！	0
HookPrompt_Automatic	0	0	1	恢复挂机	0
HookPrompt_Manual	0	0	1	暂停挂机，进入手动模式	0
NoFighting	0	0	1	安全区内禁止战斗	0
MapInfo1	0	0	1	当前地图，无法打开区域地图功能！	0
GeRen_chenxin_436832	0	0	1	当前状态无法更换装备！	0
WingWash_3	0	0	1	当前翅膀已精炼到完美属性！	0
Join_Space_Lost	0	0	1	现在不是活动时间唷	0
FuncLimit_Level	0	0	1	等级不足，无法开启功能	0
FuncLimit_Treasure	0	0	1	功能对应的法宝未收集	0
UnLock_TreasureLimit	0	0	1	激活<color=#fa1010>%s0</color>可查看	0
FuncLimit_Realm	0	0	1	境界等级不足，无法开启功能	0
Map_Delivery	0	0	1	当前地图未解锁，无法传送！	0
MapType_ATK1	0	0	1	进入中立区域，自动切换为<color=#FF0303FF>强制模式</color>	0
MapType_ATK2	0	0	1	进入本服高危防守区域，自动切换为<color=#FF0303FF>防守模式</color>	0
GuardianHuang0	0	0	32	魔族大军已到达战场，开始进攻。	0
GuardianHuang1	0	0	32	<color=#12a199ff><Word info=NPC ID=%s0/></color>进攻,该怪物会对护卫及人皇造成大量伤害，请迅速击杀。	0
GuardianHuang2	0	0	32	Boss<color=#12a199ff><Word info=NPC ID=%s0/></color>欲打扰人皇炼丹，请火速回防！	0
GuardianHuang3	0	0	32	<color=#12a199ff><Word info=NPC ID=%s0/></color>突袭,该怪物会对人皇造成爆炸伤害，请火速击杀。	0
PersonalBoss_LevelLimit	0	0	2|20	达到<color=#ff0303ff>%s0</color>级才可挑战该Boss	0
NoReceiveMessage	0	0	1	目标: %s0 死亡后1秒内客户端没有收到死亡包.	0
RuneBagFull	0	0	1	您的<color=#ff0303ff>符印背包</color>已满，请及时清理	0
SkillBtn_CD	0	0	1	<color=#FF0303FF>技能正处于冷却中</color>	0
PK_admin_0	0	0	1	<color=#FF0303FF>注意:您正在遭受攻击!</color>	0
PK_lhs_318691	0	0	1|20	您被玩家<color=#109d06ff>%s0</color>击倒了！	0
GeRen_chenxin_740826	0	0	1	您当前的状态无法进行此操作	0
KaiQi_Map	0	0	1	法宝<color=#006be3FF>鬼牙刃</color>未解封，无法开启功能	0
FB_liubo_54470	0	0	4|20	<color=#109d06FF>%s0分钟</color>后可进入<color=#12a199><Word info=Map ID=%s1/></color>，请做好准备！	0
GeRen_chenxin_998371	0	0	1	您的<color=#ff0303ff>背包</color>已满，请清理背包	0
GeRen_chenxin_805889	0	0	0	目标距离过远，拾取物品失败	0
PassSkillSameError	0	0	1	当前技能页已存在该技能	0
SetPassEquipPageSuccess	0	0	1	已装备技能页%s0	0
PassEquipLimitLevel	0	0	1	玩家达到<color=#fa1010>%s0级</color>开启	0
WingTiyan_Timeout	0	0	1	180级开启翅膀合成，快快升级吧~	0
Item_Effect_Max	0	0	1|20	无法使用物品，效果叠加上限为%s小时!	0
OfflinePluginTime	0	0	1	使用失败，离线挂机时间已达到上限	0
PK_liubo_500807	0	0	1	对不起，您切换游戏线路过于频繁，请稍后重试!	0
GeRen_admin_31379	0	0	1|20	恭喜您将<color=#006be3FF><Word info=Skill ID=%s0/></color>升到<color=#109d06FF>%s1级</color>！	0
GeRen_liubo_471172	0	0	4|20	恭喜<color=#109d06FF>%s0</color>通关<Word info=runetower id=%s1/>，解锁新符印<color=#109d06FF><Word info=towernewrune id=%s1/></color>，前往挑战新的符印塔吧！	0
RuneTowerInfo_1	0	0	4|20	恭喜<color=#109d06FF>%s0</color>通关<Word info=runetower id=%s1/>，解锁新符印合成类型<color=#109d06FF><Word info=towernewrune id=%s1/></color>，通关全部符印塔！	0
RuneTowerInfo_2	0	0	4|20	恭喜%s0在<color=#109d06FF><Word info=runetowerfloor id=%s1/></color>，获得<Word info=coloritem id=%s2/>符印	0
RuneTowerInfo_3	0	0	4|20	恭喜%s0在扫荡<color=#109d06FF><Word info=runetower id=%s1/></color>时，获得<Word info=coloritem id=%s2/>符印	0
Map_AtkType	0	0	1	当前地图禁止切换战斗模式	0
DemonJar_Text1	0	0	1	Boss暂未复活，无法进入	0
DemonJar_Text2	0	0	1	等级不足，无法挑战	0
DemonJar_Text3	0	0	1	挑战次数不足，等待次数恢复或购买次数	0
DemonJar_Text4	0	0	1	战场清理中···	0
DemonJar_Text5	0	0	1	副本人数已满	0
GeRen_admin_327925	0	0	1	已经领取过该奖励	0
GeRen_lhs_202580	0	0	1	您的背包空间不足，请先清理背包	0
Family_ChangeName	0	0	5|32	仙盟<color=#ff6701ff>%s0</color>改名为<color=#ff6701ff>%s1</color>	0
GeRen_liubo_827276	0	0	1|20	使用<Word info=item ID=957/>成功，减少<color=#109d06FF>%s0</color>小时的红名时间！	0
PK_Leave	0	0	1	在PK状态下，无法进行传送	0
Boss_Leave	0	0	1	与Boss战斗时，无法进行传送或参与活动	0
MoneyIsFull	0	0	1|20	您的<color=#ff0303FF><Word info=RichTextMsgReplace Name=MONEY id=%s0/></color>已超过持有上限，无法继续增加	0
InDungeon_CantGo	0	0	1	您已在副本中，无法前往	0
GeRen_admin_825676	0	0	20|2	您当前等级累积经验值已达上限,无法获得经验!	0
jiazu_hwj35_367906	0	0	1|32	对不起,您邀请加入战盟的玩家已经下线!	0
XW_ZZ_ResInvalidation	0	0	1	目标身上已携带了一个更加强大的效果,物品使用无效!	0
StrengthenLevelBroadCast	0	0	1	恭喜玩家<color=#109d06ff>%s0</color>将<a><Word info=item ID=%s1/>|showitem=%s1</a></color>强化到<color=#109d06ff>%s2</color>级	0
AtkModeErr	0	0	2	当前模式不可PK	0
PK_lhs_861048	0	0	2	无法攻击队友！	0
TodayNoDungeonReward	0	0	2	今日副本次数已用完，无常规副本奖励	0
AssistantIntegral	0	0	2|41	助战副本，获得%s0助战积分	0
AssistantIntegralFull	0	0	2|41	今日可获得助战积分已达上限	0
PK_pan_31379	0	0	4|20	<color=#109d06ff>%s0</color>小试身手，在<color=#12a199ff><Word info=Map ID=%s1/></color>击败了【<color=#ff6701ff>%s2</color>】<Word info=RichTextMsgReplace Name=FAMILY id=%s3/><color=#109d06>%s4</color>	0
PK_pan_861048	0	0	4|20	<color=#109d06>%s0</color>一鼓作气，在<color=#12a199ff><Word info=Map ID=%s1/></color>再次击败了【<color=#ff6701ff>%s2</color>】<Word info=RichTextMsgReplace Name=FAMILY id=%s3/><color=#109d06>%s4</color>	0
PK_pan_202580	0	0	4|20	<color=#109d06>%s0</color>势如破竹，在<color=#12a199ff><Word info=Map ID=%s1/></color>又双叒叕击败了【<color=#ff6701ff>%s2</color>】<Word info=RichTextMsgReplace Name=FAMILY id=%s3/><color=#109d06>%s4</color>	0
PK_pan_272921	0	0	4|20	<color=#109d06>%s0</color>大显神通，在<color=#12a199ff><Word info=Map ID=%s1/></color>累积十次击败了【<color=#ff6701ff>%s2</color>】<Word info=RichTextMsgReplace Name=FAMILY id=%s3/><color=#109d06>%s4</color>	0
PK_pan_671654	0	0	1|32	<Word info=RichTextMsgReplace Name=FAMILY id=%s0/><color=#109d06>%s1</color>在<color=#12a199ff><Word info=Map ID=%s2/></color>被【<color=#ff6701ff>%s3</color>】<Word info=RichTextMsgReplace Name=FAMILY id=%s4/><color=#109d06>%s5</color>击败了，兄弟们快来支援！<color=#109d06><a>前往支援|FindPlayer=1 mapId=%s2 x=%s6 y=%s7 line=%s8</a></color>	0
PK_pan_318691	0	0	1|32	<Word info=RichTextMsgReplace Name=FAMILY id=%s0/><color=#109d06>%s1</color>在<color=#12a199ff><Word info=Map ID=%s2/></color>被<color=#ff6701ff>%s3</color>击败了，兄弟们快来支援！<color=#109d06><a>前往支援|FindPlayer=1 mapId=%s2 x=%s4 y=%s5 line=%s6</a></color>	0
jiazu_chenxin_272921	0	0	1|32	仙盟升级成功，消耗贡献<color=#109d06ff>%s0</color>	0
AlreadyInTeam	0	0	2|41	您已在该队伍中！	0
PK_lhs_202580	0	0	2	您杀孽过重，您将不能继续攻击他人！	0
MakerDrug101	0	0	1	炼丹材料不足，无法炼丹	0
MakerDrug102	0	0	1	炼丹特殊材料不足，无法炼丹	0
WingComposeSuccess1	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成一代翅膀<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
WingComposeSuccess2	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成二代翅膀<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
WingComposeSuccess3	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成三代翅膀<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
WingComposeSuccess4	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成四代翅膀<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
WingComposeSuccess5	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成五代翅膀<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
EquipComposeSuccess1	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成红色二星<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
EquipComposeSuccess2	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成红色三星<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
XianComposeSucces1	0	0	1|20	恭喜<color=#109d06FF>%s0</color>成功合成橙色二星<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>
	0
FuncNoOpen_Recharge	0	0	2	<color=#ff0303>%s0级</color>开启充值	0
ServerDown	0	0	2	服务器维护中	0
ServerOpen	0	0	2	服务器将于<color=#109d06FF>%s0</color>开启	0
WingRefineisFull	0	0	2	精炼值已满，无法选择精炼材料	0
NotFightStepCanNotCollect	0	0	1	非战斗期间不能采集	0
CoinTaskReward	0	0	1|20	恭喜玩家<color=#109d06FF>%s0</color>在师门悬赏时获得999万铜钱	0
FunctionNotOpen	0	0	2	<color=#ff0303FF>%s0</color>活动开启后才能查看排行榜	0
GetMount	0	0	1|20	恭喜<color=#109d06FF>%s0</color>激活坐骑<Word info=item ID=%s1/>，修仙之路，快人一步！	0
GetPet	0	0	1|20	恭喜<color=#109d06FF>%s0</color>获得灵宠<Word info=pet ID=%s1/>，萌宠相伴，笑傲三界！	0
OfflinePlugSuccess	0	0	1|20	领取成功，获得<color=#109d06FF>%s0小时</color>离线挂机时间	0
LVRewardFirst	0	0	4|20	恭喜玩家<color=#109d06FF>%s0</color>一马当先，成功领取<color=#109d06FF>%s1</color>级限量礼包！	0
LVReward	0	0	4|20	恭喜玩家<color=#109d06FF>%s0</color>冲级神速，成功领取<color=#109d06FF>%s1</color>级限量礼包！	0
ChooseMessage	0	0	1|20	恭喜玩家<color=#109d06FF>%s0</color>开启<Word info=item ID=%s1/>获得了<a><Word info=item id=%s2/>|showitem=%s2 isbind=%s3 itemcnt=%s4 userdata=%s5</a>	0
AvoidSink01	0	0	20	您是未成年用户，为了您的身心健康，请注意控制游戏时间。累计在线时间<color=#ff0303FF>低于3小时</color>，则为健康游戏时间；累计在线时间达<color=#FF0303FF>3小时以上</color>，则为<color=#FF0303FF>不健康游戏时间</color>	0
AvoidSink02	0	0	20	您是未成年用户，目前累计在线时间已达<color=#ff0303FF>%s0小时</color>，为健康游戏时间，为了您的身心健康，请注意控制游戏时间！	0
AvoidSink03	0	0	20	您目前累计在线时间已达<color=#FF0303FF>%s0小时</color>，为不健康游戏时间，您的游戏收益将降为<color=#FF0303FF>0</color>。为了您的身心健康，请尽快下线休息，做适当身体活动，合理安排学习生活。	0
AvoidSink05	0	0	20	您目前累计在线时间已超过<color=#FF0303FF>%s0小时</color>，已进入<color=#FF0303FF>不健康游戏时间</color>。为了您的健康，请您立即下线休息。如不下线，您的身体将受到损害；您的收益已降为零，直到您的累计下线时间满5小时后，才能恢复正常。	0
AvoidSink09	0	0	20	您是未成年用户，目前处于防沉迷时间阶段，游戏内收益降低为<color=#FF0303FF>0</color>	0
BUGSubmit	0	0	1	提交成功,感谢您提供的宝贵意见!	0
BUGSubmitCoolTime	0	0	1	对不起,1分钟内无法再次提交！	0
TreasureUnsealed	0	0	1	解封当前法宝，即可开启法宝技能提升！	0
ElderBattlefieldGetBuff	0	0	1	获得<color=#006be3FF>%s0</color>buff加成	0
DelBlackSuccess	0	0	2	移除黑名单成功	0
PlayerInDaZuo	0	0	1	当前正处于打坐状态中，无法前往！	0
EquipSuit5	0	0	1|20	恭喜<color=#109d06FF>%s0</color>玩家激活%s1件<color=#109d06FF>%s2阶</color><Word info=RichTextMsgReplace Name=GroupType id=%s3/><Word info=RichTextMsgReplace Name=SuiteType id=%s4/>套装	0
PKFuHuo	0	0	1	对方正处于无敌保护期间,攻击无效!	0
NoEnoughRealmSitItem	0	0	1	心魔灯不足，无法打坐！	0
NocturnalProtection	0	0	1	夜间保护中,无法对目标造成伤害！	0
DailyQuestwinUnionLimit	0	0	1	您尚未加入仙盟！	0
WingsRefinePerfect	0	0	1|20	恭喜玩家<color=#109d06>%s0</color>将<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>精炼至完美，神翼降世	0
ElixirUsedMax	0	0	2	<Word info=item ID=%s1/>已达使用上限，无法继续使用	0
WashCongratulation	0	0	1|20	恭喜玩家<color=#109d06FF><a>%s0|showplayer=%s1</a></color>将<color=#109d06ff><Word info=RichTextMsgReplace Name=EquipType id=%s2/></color>部位洗炼等级提升至<color=#109d06ff>%s3</color>级	0
WashMasterCongratulation	0	0	1|20	恭喜玩家<color=#109d06FF><a>%s0|showplayer=%s1</a></color>将全部<color=#109d06ff><Word info=RichTextMsgReplace Name=WashSuitType id=%s2/></color>部位洗炼等级提升至<color=#109d06ff>%s3</color>级激活洗炼大师属性	0
PersonalBoss_VipLimit	0	0	1	Vip4开启私人专属VIP Boss	0
FairyRequested	0	0	1	该仙盟已申请过，请耐心等待	0
StrengthenCongratulation	0	0	1|20	恭喜玩家<color=#109d06ff>%s0</color>将<a><Word info=item id=%s1/>|showitem=%s1 isbind=%s2 itemcnt=%s3 stone=%s4 userdata=%s5 place=%s6 equippartsuite=%s7 strengthenlv=%s8 equipwash=%s9 equipitems=%s10</a>强化至<color=#109d06ff>%s11级</color>
	0
EverydayUseLimit	0	0	2	已达到今日使用上限	0
SignInText	0	0	1|20	签到成功，根据Vip等级获得对应的奖励。	0
SignInText1	0	0	2	签到成功，根据法宝：<color=#109d06ff><Word info=treasure id=%s0/></color>的特殊效果增加<color=#109d06ff><Word info=Property id=%s1/> %s2点</color>。	0
SignInText2	0	0	2	签到成功，根据灵宠技能：<color=#109d06ff><Word info=skill id=%s0/></color>的特殊效果增加<color=#109d06ff><Word info=Property id=%s1/>%s2点</color>。	0
AchievementLVLimit	0	0	1	等级不足%s0级，无法触发秘闻任务	0
FurnaceLVUp	0	0	4|20	恭喜玩家<color=#109d06FF>%s0</color>将八卦炉等级提升到<color=#109d06FF>%s1</color>级，解锁<color=#006be3FF><Word info=Alchemy id=%s2/></color>	0
UseCntLimit	0	0	1	使用次数已超过最大上限	0
UseElixirHint	0	0	1	使用<Word info=item ID=%s0/>成功，获得<color=#109d06FF><Word exp=%s1/></color>经验	0
UseLVLimit	0	0	2	超出等级限制，无法使用物品	0
UseItem1	0	0	1	使用<Word info=item ID=%s0/>成功，<Word info=buffDesc id=%s1/>,增加<Word Time=%s2/>	0
UseItem2	0	0	1	使用<Word info=item ID=%s0/>成功，获得<color=#109d06FF>%s1</color>小时离线挂机时长	0
FuncNoOpen_Nowaday	0	0	1	当前版本不开放充值功能	0
FuncNoOpen_VIP	0	0	1	当前版本不开放Vip功能	0
DungeonNoGO	0	0	1	您已在在副本中，无法前往其他地图	0
WashPoint	0	0	1	该属性没有可重置的属性点	0
WashPoint2	0	0	1	使用<Word info=item ID=%s0/>成功，重置<color=#109d06FF><Word info=Property id=%s1/> %s2点</color>，剩余可重置<color=#109d06FF>%s3点</color>	0
TheEmperor1	0	0	1	无法进入，您的仙盟已通关该副本。	0
Carry_lhs_306641	0	0	1	目标地点为副本地图，无法传送！	0
Carry_hwj35_0	0	0	1	您未达到该地图的进入等级，无法传送	0
Cmwd_CompleteMark	0	0	1	上仙，今日师门悬赏已全部完成，明日可再来接取	0
